,class,ip
0,class3,185.42.206.251
1,class0,52.223.200.157
2,class3,185.42.206.203
3,class3,185.42.206.102
4,class3,185.42.206.169
5,class4,99.181.65.176
6,class3,185.42.206.113
7,class3,185.42.206.167
8,class3,185.42.206.172
9,class4,52.223.195.241
10,class3,185.42.206.249
11,class3,185.42.206.243
12,class4,52.223.195.99
13,class0,52.223.195.197
14,class3,185.42.206.111
15,class3,185.42.206.73
16,class3,185.42.206.173
17,class1,52.223.200.37
18,class0,52.223.195.249
19,class3,185.42.206.236
20,class3,185.42.206.238
21,class3,185.42.206.106
22,class0,52.223.195.195
23,class4,99.181.67.167
24,class4,185.42.204.146
25,class4,99.181.67.251
26,class3,185.42.206.183
27,class4,185.42.207.114
28,class3,185.42.206.142
29,class3,185.42.206.216
30,class4,99.181.65.186
31,class3,185.42.206.154
32,class3,185.42.206.69
33,class1,99.181.67.239
34,class3,185.42.206.245
35,class3,185.42.206.165
36,class3,185.42.206.159
37,class4,99.181.67.164
38,class3,185.42.206.141
39,class2,99.181.64.217
40,class4,99.181.64.86
41,class3,185.42.206.178
42,class0,185.42.207.190
43,class3,185.42.206.136
44,class3,185.42.206.145
45,class0,185.42.205.169
46,class3,185.42.206.140
47,class1,52.223.197.249
48,class2,99.181.64.197
49,class3,185.42.206.151
50,class0,185.42.204.144
51,class0,99.181.67.172
52,class3,185.42.206.149
53,class1,52.223.195.43
54,class4,185.42.204.6
55,class2,185.42.207.101
56,class3,185.42.206.242
57,class1,185.42.205.71
58,class0,99.181.65.177
59,class0,99.181.67.221
60,class4,185.42.207.200
61,class4,185.42.204.73
62,class2,185.42.205.234
63,class3,185.42.206.237
64,class1,99.181.65.217
65,class4,99.181.65.166
66,class3,185.42.206.72
67,class4,185.42.207.226
68,class0,185.42.207.205
69,class0,185.42.205.66
70,class0,99.181.64.93
71,class0,99.181.67.206
72,class3,185.42.206.123
73,class0,52.223.195.222
74,class2,99.181.65.5
75,class0,52.223.195.122
76,class2,99.181.67.161
77,class2,185.42.207.121
