,class,ip
0,class5,52.223.228.27
1,class4,52.223.228.62
2,class3,52.223.228.95
3,class2,52.223.227.232
4,class0,52.223.228.106
5,class1,52.223.228.7
6,class0,52.223.228.107
7,class0,52.223.228.90
8,class0,52.223.228.102
9,class2,52.223.228.8
10,class3,52.223.228.13
11,class5,52.223.228.98
12,class6,52.223.227.214
13,class3,52.223.228.17
14,class2,52.223.228.85
15,class1,52.223.227.241
16,class0,52.223.228.89
17,class1,52.223.228.97
18,class5,52.223.228.99
19,class0,52.223.228.123
20,class5,52.223.228.10
21,class1,52.223.228.71
22,class0,52.223.228.110
23,class0,52.223.228.30
24,class6,52.223.228.9
25,class5,52.223.228.28
26,class4,52.223.228.125
27,class1,52.223.228.26
28,class0,52.223.228.19
29,class1,52.223.228.59
30,class6,99.181.96.118
31,class4,99.181.96.163
32,class6,99.181.96.189
33,class6,99.181.96.107
34,class3,99.181.96.156
35,class4,99.181.96.125
36,class0,99.181.96.111
37,class1,99.181.96.100
38,class3,99.181.96.112
39,class3,99.181.96.134
40,class0,52.223.226.70
41,class4,52.223.226.144
42,class3,52.223.226.96
43,class1,52.223.226.150
44,class4,99.181.97.36
45,class4,192.16.65.161
46,class2,99.181.97.79
47,class3,52.223.226.73
48,class0,52.223.244.221
49,class2,52.223.226.149
50,class6,52.223.226.101
51,class2,52.223.226.104
52,class5,99.181.97.142
53,class3,99.181.97.112
54,class3,99.181.97.178
55,class4,52.223.244.209
56,class4,52.223.244.79
57,class2,99.181.97.111
58,class4,52.223.226.126
59,class3,99.181.97.100
60,class2,52.223.244.172
61,class0,192.16.65.112
62,class0,52.223.227.173
63,class2,52.223.227.28
64,class3,99.181.97.133
65,class5,52.223.226.112
66,class0,99.181.97.110
67,class6,52.223.226.81
68,class3,192.16.65.137
69,class6,99.181.97.55
70,class5,192.16.65.6
71,class5,52.223.226.146
72,class5,52.223.227.169
73,class0,192.16.65.118
74,class5,52.223.226.78
75,class5,192.16.65.101
76,class2,99.181.97.45
77,class5,192.16.65.171
78,class2,52.223.226.69
79,class2,99.181.97.62
80,class2,52.223.226.107
81,class4,99.181.97.53
82,class1,52.223.226.141
83,class5,192.16.65.158
84,class0,52.223.227.71
85,class0,192.16.65.20
86,class6,52.223.226.94
87,class3,52.223.226.108
88,class6,52.223.227.106
89,class6,99.181.97.99
90,class6,52.223.226.234
91,class1,99.181.97.105
92,class2,52.223.226.140
93,class3,192.16.65.40
94,class3,99.181.97.113
95,class2,52.223.226.124
96,class6,99.181.97.170
97,class6,99.181.97.57
98,class0,192.16.65.174
99,class2,52.223.227.107
100,class2,99.181.97.68
101,class6,192.16.65.133
102,class4,52.223.226.74
103,class6,52.223.227.171
104,class1,99.181.97.176
105,class3,192.16.65.141
106,class1,52.223.244.254
107,class2,99.181.97.146
108,class1,52.223.226.76
109,class1,52.223.244.93
110,class2,99.181.97.155
111,class1,52.223.226.116
112,class1,99.181.97.60
113,class4,99.181.97.74
114,class4,99.181.97.106
115,class5,52.223.226.237
116,class1,192.16.65.179
117,class1,52.223.226.89
118,class3,99.181.97.134
119,class6,99.181.97.75
120,class2,52.223.244.248
121,class6,52.223.226.79
122,class4,52.223.226.117
123,class1,52.223.244.247
124,class0,99.181.97.109
125,class5,99.181.97.168
126,class1,99.181.97.132
127,class1,192.16.65.183
128,class6,99.181.97.98
129,class5,52.223.226.82
130,class0,52.223.226.99
131,class5,99.181.97.96
132,class6,99.181.97.147
133,class0,192.16.65.188
134,class1,52.223.227.50
135,class1,52.223.227.40
136,class3,52.223.227.32
137,class5,52.223.226.71
138,class1,99.181.97.102
139,class1,99.181.97.166
140,class6,52.223.227.86
141,class6,52.223.226.211
142,class6,52.223.227.177
143,class1,99.181.97.52
144,class5,99.181.97.54
145,class6,99.181.97.148
146,class3,192.16.65.187
147,class1,52.223.226.87
148,class2,52.223.226.77
149,class5,52.223.227.116
150,class3,192.16.65.173
151,class2,99.181.97.187
152,class4,192.16.65.153
153,class4,52.223.226.88
154,class3,192.16.65.41
155,class5,52.223.244.220
156,class4,52.223.227.161
157,class1,192.16.65.155
158,class0,99.181.97.175
159,class0,99.181.97.78
160,class2,52.223.244.251
161,class1,52.223.226.105
162,class2,99.181.97.181
163,class0,99.181.97.138
164,class5,52.223.226.100
165,class1,52.223.226.151
166,class6,99.181.97.140
167,class5,99.181.97.51
168,class1,52.223.227.77
169,class2,52.223.226.98
170,class3,52.223.226.92
171,class0,52.223.227.34
172,class2,52.223.227.157
173,class1,192.16.65.119
174,class0,52.223.227.114
175,class3,52.223.226.106
176,class3,52.223.227.179
177,class2,192.16.65.124
178,class0,52.223.227.54
179,class2,52.223.226.120
180,class6,52.223.226.75
181,class2,52.223.227.156
182,class0,192.16.65.114
183,class2,99.181.97.161
184,class5,99.181.97.143
185,class6,52.223.226.236
186,class4,52.223.226.158
187,class2,52.223.226.235
188,class6,99.181.97.56
189,class5,99.181.97.151
190,class6,52.223.244.174
191,class0,52.223.226.135
192,class4,99.181.97.160
193,class3,52.223.226.72
194,class4,99.181.97.174
195,class4,99.181.97.73
196,class3,52.223.226.85
197,class0,52.223.227.44
198,class1,192.16.65.144
199,class3,99.181.97.107
200,class1,52.223.226.139
201,class4,52.223.244.204
202,class4,99.181.97.124
203,class5,52.223.244.216
204,class3,52.223.226.86
205,class5,192.16.65.169
206,class1,52.223.226.91
207,class3,192.16.65.184
208,class4,52.223.227.21
209,class2,99.181.97.137
210,class5,99.181.97.183
211,class0,99.181.97.182
212,class6,192.16.65.152
213,class3,99.181.97.136
214,class2,99.181.97.70
215,class4,99.181.97.77
216,class3,52.223.226.103
217,class1,99.181.97.47
218,class6,52.223.227.78
219,class5,99.181.97.154
220,class4,99.181.97.40
221,class3,192.16.65.126
222,class5,99.181.97.97
223,class3,192.16.65.142
224,class5,192.16.65.132
225,class0,192.16.65.151
226,class6,52.223.226.83
227,class2,192.16.65.156
228,class5,99.181.97.101
229,class1,52.223.227.42
230,class6,192.16.65.31
231,class6,99.181.97.59
232,class1,192.16.65.138
233,class3,52.223.227.85
234,class0,52.223.227.186
235,class6,192.16.65.150
236,class0,192.16.65.140
237,class5,192.16.65.145
238,class0,99.181.97.145
239,class6,99.181.97.108
240,class6,99.181.97.188
241,class2,99.181.97.165
242,class0,52.223.227.119
243,class5,192.16.65.185
244,class3,192.16.65.104
245,class5,99.181.97.72
246,class5,99.181.97.69
247,class6,52.223.226.119
248,class1,99.181.97.169
249,class6,52.223.226.125
250,class3,99.181.97.125
251,class1,52.223.226.145
252,class6,192.16.65.162
253,class6,192.16.65.33
254,class4,99.181.97.149
255,class6,99.181.97.139
256,class6,99.181.97.71
257,class3,99.181.97.61
258,class2,52.223.226.121
259,class2,52.223.226.153
260,class3,99.181.97.103
261,class0,52.223.226.157
262,class2,52.223.226.229
263,class1,52.223.228.80
264,class2,192.16.65.53
265,class1,192.16.65.18
266,class0,192.16.65.22
267,class1,192.16.65.24
268,class4,192.16.65.57
269,class3,192.16.65.13
270,class5,192.16.65.11
271,class1,192.16.65.25
272,class4,192.16.65.17
273,class5,52.223.244.83
274,class2,192.16.65.56
275,class3,192.16.65.54
276,class2,192.16.65.12
277,class4,192.16.65.58
278,class0,192.16.65.9
279,class0,192.16.65.16
280,class0,52.223.244.240
281,class0,52.223.244.135
282,class2,52.223.244.133
283,class5,52.223.226.110
284,class1,52.223.226.109
285,class0,52.223.244.228
286,class1,52.223.244.131
287,class0,52.223.244.132
288,class4,52.223.226.84
289,class4,52.223.244.130
290,class4,52.223.244.241
291,class0,52.223.244.81
292,class6,52.223.244.137
293,class5,52.223.244.155
294,class5,52.223.244.242
295,class4,52.223.244.154
296,class0,52.223.244.236
297,class4,52.223.244.243
298,class5,52.223.244.245
299,class1,192.16.65.19
300,class0,52.223.244.82
301,class5,192.16.65.15
302,class3,52.223.244.80
303,class2,192.16.65.55
304,class3,192.16.65.14
305,class0,99.181.97.150
306,class3,52.223.226.115
307,class3,52.223.246.6
308,class4,52.223.225.82
309,class5,52.223.224.9
310,class3,52.223.243.102
311,class0,52.223.243.12
312,class6,52.223.246.225
313,class5,52.223.225.69
314,class2,52.223.246.209
315,class0,52.223.225.87
316,class0,52.223.243.4
317,class2,52.223.224.176
318,class3,52.223.243.89
319,class4,52.223.246.30
320,class3,52.223.246.31
321,class4,52.223.224.182
322,class6,52.223.224.150
323,class5,52.223.246.149
324,class0,52.223.243.254
325,class1,52.223.224.158
326,class2,52.223.246.25
327,class6,52.223.225.102
328,class2,52.223.224.47
329,class2,52.223.224.122
330,class3,52.223.243.53
331,class4,52.223.243.67
332,class4,52.223.246.5
333,class1,52.223.224.13
334,class1,52.223.225.57
335,class2,52.223.224.156
336,class1,52.223.243.77
337,class6,52.223.224.16
338,class6,52.223.243.211
339,class1,52.223.243.220
340,class5,52.223.225.46
341,class6,52.223.243.116
342,class0,52.223.246.157
343,class3,52.223.225.92
344,class1,52.223.225.93
345,class6,52.223.225.44
346,class6,52.223.246.26
347,class2,52.223.246.134
348,class6,52.223.246.148
349,class0,52.223.246.244
350,class4,52.223.225.91
351,class5,52.223.243.232
352,class5,52.223.225.126
353,class6,52.223.246.170
354,class5,52.223.225.68
355,class4,52.223.225.45
356,class2,52.223.224.180
357,class1,52.223.243.152
358,class5,52.223.246.236
359,class6,52.223.225.48
360,class2,52.223.224.108
361,class3,52.223.243.206
362,class6,52.223.246.21
363,class2,52.223.243.235
364,class5,52.223.246.84
365,class5,52.223.224.183
366,class4,52.223.225.80
367,class3,52.223.225.103
368,class0,52.223.224.151
369,class2,52.223.243.33
370,class4,52.223.225.95
371,class1,52.223.243.150
372,class3,52.223.246.228
373,class0,52.223.224.32
374,class2,52.223.243.192
375,class1,52.223.243.98
376,class4,52.223.243.86
377,class4,52.223.246.150
378,class6,52.223.225.81
379,class4,52.223.243.84
380,class6,52.223.225.42
381,class3,52.223.243.212
382,class4,52.223.246.247
383,class5,52.223.225.72
384,class4,52.223.243.87
385,class6,52.223.229.48
386,class1,52.223.243.246
387,class1,52.223.243.237
388,class2,52.223.243.124
389,class5,52.223.246.147
390,class1,52.223.243.166
391,class4,52.223.244.84
392,class5,52.223.228.141
393,class6,52.223.225.101
394,class3,52.223.243.93
395,class2,52.223.246.12
396,class5,52.223.224.114
397,class5,52.223.228.237
398,class2,52.223.225.83
399,class0,52.223.246.24
400,class5,52.223.243.241
401,class4,52.223.243.167
402,class4,52.223.243.164
403,class6,52.223.225.86
404,class3,52.223.225.115
405,class5,52.223.224.60
406,class4,52.223.246.158
407,class2,52.223.225.75
408,class6,52.223.243.24
409,class3,52.223.225.73
410,class1,52.223.243.133
411,class2,52.223.243.253
412,class2,52.223.226.251
413,class5,52.223.244.159
414,class2,52.223.229.13
415,class4,52.223.229.33
416,class6,52.223.243.92
417,class4,52.223.229.52
418,class0,52.223.228.253
419,class2,52.223.243.27
420,class4,52.223.246.27
421,class1,52.223.228.252
422,class6,52.223.224.147
423,class2,52.223.243.184
424,class0,52.223.243.68
425,class3,52.223.243.110
426,class0,52.223.246.207
427,class2,52.223.246.235
428,class0,52.223.243.91
429,class4,52.223.244.86
430,class1,52.223.243.137
431,class6,52.223.225.94
432,class5,52.223.229.41
433,class4,52.223.246.242
434,class0,52.223.224.79
435,class1,52.223.243.80
436,class5,52.223.243.217
437,class6,52.223.225.100
438,class3,52.223.243.44
439,class3,52.223.243.172
440,class5,52.223.228.207
441,class1,52.223.243.214
442,class4,52.223.228.246
443,class1,52.223.229.42
444,class5,52.223.243.202
445,class2,52.223.229.7
446,class2,52.223.246.154
447,class4,52.223.244.110
