,class,ip
0,class3,52.223.195.96
1,class3,52.223.195.36
2,class1,52.223.195.241
3,class3,185.42.205.193
4,class0,52.223.195.215
5,class1,52.223.195.83
6,class0,52.223.195.248
7,class2,52.223.195.155
8,class1,52.223.195.191
9,class1,185.42.205.201
10,class0,52.223.195.99
11,class0,52.223.195.217
12,class0,52.223.195.230
13,class3,52.223.195.69
14,class1,52.223.195.112
15,class3,52.223.195.197
16,class2,52.223.195.252
17,class1,99.181.64.208
18,class0,52.223.195.27
19,class3,52.223.195.42
20,class3,52.223.195.32
21,class2,52.223.195.29
22,class3,185.42.205.202
23,class1,52.223.195.82
24,class0,52.223.195.122
25,class2,185.42.206.102
26,class2,52.223.195.64
27,class1,185.42.205.177
28,class0,185.42.206.25
29,class2,52.223.195.75
30,class3,52.223.195.120
31,class3,52.223.195.89
32,class1,52.223.195.152
33,class1,52.223.195.229
34,class2,52.223.195.74
35,class3,52.223.195.154
36,class0,185.42.204.244
37,class0,52.223.195.106
38,class0,185.42.204.229
39,class0,52.223.195.142
40,class2,185.42.207.168
41,class2,185.42.205.192
42,class2,52.223.195.232
43,class3,52.223.195.195
44,class3,185.42.207.104
45,class1,52.223.200.11
46,class3,185.42.205.245
47,class1,52.223.200.23
48,class2,185.42.206.53
49,class3,185.42.206.43
50,class1,185.42.205.169
51,class1,185.42.205.178
52,class2,185.42.207.183
53,class1,185.42.205.176
54,class0,185.42.207.108
55,class0,185.42.205.198
56,class0,52.223.195.78
57,class2,185.42.207.169
58,class0,185.42.206.56
59,class2,185.42.207.118
60,class2,185.42.205.229
61,class0,185.42.207.100
62,class1,185.42.205.148
63,class3,185.42.206.54
64,class1,185.42.206.19
65,class3,52.223.195.175
66,class0,185.42.205.199
67,class2,185.42.205.173
68,class3,52.223.195.245
69,class2,185.42.207.177
70,class2,185.42.206.22
71,class2,52.223.200.16
72,class1,185.42.204.254
73,class1,185.42.205.242
74,class2,52.223.199.212
75,class0,185.42.207.125
76,class2,185.42.206.5
77,class2,52.223.197.172
78,class1,52.223.195.207
79,class1,52.223.195.150
80,class2,185.42.205.220
81,class2,185.42.205.186
82,class1,52.223.197.244
83,class0,52.223.195.198
84,class0,185.42.206.30
85,class2,185.42.207.103
86,class1,52.223.195.48
87,class0,52.223.195.81
88,class2,52.223.195.213
89,class0,52.223.195.141
90,class2,185.42.206.15
91,class1,185.42.204.214
92,class2,185.42.207.102
93,class1,185.42.207.117
94,class3,52.223.197.175
95,class2,185.42.205.181
96,class0,52.223.195.214
97,class3,52.223.195.59
98,class0,185.42.207.110
99,class1,185.42.206.45
100,class1,52.223.197.216
101,class2,52.223.195.147
102,class1,185.42.204.226
103,class2,185.42.205.182
104,class3,185.42.207.121
105,class3,52.223.195.133
106,class3,185.42.207.178
107,class2,185.42.205.216
108,class0,185.42.205.228
109,class2,185.42.206.11
110,class2,185.42.207.182
111,class3,185.42.205.248
112,class2,185.42.204.233
113,class1,185.42.205.195
