,class,ip
0,class4,52.223.195.96
1,class3,52.223.195.36
2,class5,52.223.195.241
3,class2,185.42.205.193
4,class0,52.223.195.215
5,class3,52.223.195.83
6,class2,52.223.195.248
7,class5,52.223.195.155
8,class4,52.223.195.191
9,class3,185.42.205.201
10,class1,52.223.195.99
11,class2,52.223.195.217
12,class5,52.223.195.230
13,class5,52.223.195.69
14,class4,52.223.195.112
15,class5,52.223.195.197
16,class2,52.223.195.252
17,class0,99.181.64.208
18,class1,52.223.195.27
19,class5,52.223.195.42
20,class0,52.223.195.32
21,class4,52.223.195.29
22,class3,185.42.205.202
23,class3,52.223.195.82
24,class5,52.223.195.122
25,class5,185.42.206.102
26,class0,52.223.195.64
27,class2,185.42.205.177
28,class3,185.42.206.25
29,class4,52.223.195.75
30,class4,52.223.195.120
31,class1,52.223.195.89
32,class5,52.223.195.152
33,class2,52.223.195.229
34,class2,52.223.195.74
35,class4,52.223.195.154
36,class5,185.42.204.244
37,class5,52.223.195.106
38,class5,185.42.204.229
39,class1,52.223.195.142
40,class0,185.42.207.168
41,class3,185.42.205.192
42,class4,52.223.195.232
43,class2,52.223.195.195
44,class1,185.42.207.104
45,class4,52.223.200.11
46,class0,185.42.205.245
47,class5,52.223.200.23
48,class0,185.42.206.53
49,class2,185.42.206.43
50,class0,185.42.205.169
51,class1,185.42.205.178
52,class0,185.42.207.183
53,class0,185.42.205.176
54,class3,185.42.207.108
55,class1,185.42.205.198
56,class4,52.223.195.78
57,class0,185.42.207.169
58,class5,185.42.206.56
59,class5,185.42.207.118
60,class1,185.42.205.229
61,class2,185.42.207.100
62,class4,185.42.205.148
63,class5,185.42.206.54
64,class1,185.42.206.19
65,class3,52.223.195.175
66,class1,185.42.205.199
67,class5,185.42.205.173
68,class3,52.223.195.245
69,class3,185.42.207.177
70,class4,185.42.206.22
71,class2,52.223.200.16
72,class5,185.42.204.254
73,class0,185.42.205.242
74,class4,52.223.199.212
75,class1,185.42.207.125
76,class5,185.42.206.5
77,class2,52.223.197.172
78,class3,52.223.195.207
79,class5,52.223.195.150
80,class3,185.42.205.220
81,class4,185.42.205.186
82,class1,52.223.197.244
83,class3,52.223.195.198
84,class1,185.42.206.30
85,class3,185.42.207.103
86,class1,52.223.195.48
87,class2,52.223.195.81
88,class1,52.223.195.213
89,class3,52.223.195.141
90,class5,185.42.206.15
91,class3,185.42.204.214
92,class0,185.42.207.102
93,class3,185.42.207.117
94,class5,52.223.197.175
95,class3,185.42.205.181
96,class5,52.223.195.214
97,class4,52.223.195.59
98,class4,185.42.207.110
99,class1,185.42.206.45
100,class4,52.223.197.216
101,class1,52.223.195.147
102,class4,185.42.204.226
103,class3,185.42.205.182
104,class1,185.42.207.121
105,class1,52.223.195.133
106,class5,185.42.207.178
107,class3,185.42.205.216
108,class2,185.42.205.228
109,class2,185.42.206.11
110,class2,185.42.207.182
111,class5,185.42.205.248
112,class3,185.42.204.233
113,class2,185.42.205.195
114,class4,52.223.197.163
115,class3,185.42.205.142
116,class1,185.42.205.206
117,class1,52.223.195.92
118,class1,185.42.206.18
119,class4,52.223.195.51
120,class1,185.42.205.203
121,class4,52.223.195.107
122,class3,185.42.207.171
123,class2,185.42.206.7
124,class0,185.42.207.122
125,class4,185.42.205.159
126,class4,52.223.195.77
127,class3,185.42.204.225
128,class1,185.42.204.219
129,class3,52.223.197.249
130,class3,52.223.195.156
131,class5,185.42.206.23
132,class1,185.42.207.101
133,class4,185.42.206.57
134,class1,52.223.199.199
135,class2,52.223.195.181
136,class5,185.42.207.107
137,class4,52.223.197.233
138,class0,185.42.205.238
139,class3,185.42.205.174
140,class1,185.42.205.147
141,class2,185.42.205.230
142,class5,52.223.199.197
143,class0,185.42.205.139
144,class2,52.223.195.216
145,class0,185.42.205.207
146,class2,52.223.195.233
147,class3,185.42.205.234
148,class4,52.223.195.57
149,class1,52.223.195.71
150,class4,52.223.195.176
151,class3,52.223.195.127
152,class3,185.42.205.146
153,class5,185.42.205.150
154,class2,52.223.195.153
155,class0,185.42.205.179
156,class3,185.42.205.212
157,class4,185.42.207.170
158,class0,52.223.195.50
159,class2,185.42.204.248
160,class4,185.42.205.180
161,class4,185.42.205.187
162,class4,52.223.195.249
163,class0,185.42.204.203
164,class1,52.223.195.80
165,class3,185.42.204.234
166,class4,185.42.207.114
167,class5,52.223.195.234
168,class5,52.223.195.35
169,class1,52.223.195.21
170,class4,52.223.199.240
171,class3,185.42.205.197
172,class3,52.223.195.201
173,class2,185.42.204.249
174,class3,52.223.195.66
175,class2,52.223.197.177
176,class4,52.223.199.226
177,class5,185.42.205.211
178,class2,185.42.205.191
179,class4,52.223.195.178
180,class0,185.42.204.238
181,class4,52.223.195.4
182,class4,185.42.205.188
183,class5,185.42.204.251
184,class5,185.42.205.137
185,class5,52.223.195.67
186,class1,185.42.204.198
187,class2,52.223.195.157
188,class3,52.223.195.253
189,class5,52.223.195.172
190,class1,52.223.197.182
191,class1,185.42.205.237
192,class4,185.42.205.205
193,class3,52.223.195.170
194,class5,185.42.207.148
195,class5,185.42.205.172
196,class1,185.42.206.41
197,class0,185.42.205.166
198,class1,52.223.195.72
199,class2,185.42.205.210
200,class1,52.223.195.134
201,class5,185.42.205.162
202,class0,185.42.205.149
203,class4,52.223.197.171
204,class0,52.223.195.5
205,class1,52.223.195.158
206,class5,52.223.195.188
207,class3,52.223.195.111
208,class4,185.42.205.183
209,class0,52.223.195.135
210,class5,185.42.205.213
211,class0,52.223.200.71
212,class1,52.223.195.118
213,class0,185.42.205.240
214,class3,52.223.200.12
215,class4,185.42.205.190
216,class5,52.223.199.245
217,class1,52.223.199.200
218,class4,185.42.205.204
219,class2,52.223.200.28
220,class5,52.223.199.246
221,class2,52.223.200.13
222,class1,52.223.195.52
223,class0,52.223.200.14
224,class4,185.42.205.215
225,class0,52.223.199.252
226,class0,52.223.195.31
227,class5,52.223.195.55
228,class4,185.42.205.200
229,class1,185.42.205.168
230,class3,52.223.200.15
231,class5,52.223.200.25
232,class2,52.223.195.68
233,class4,52.223.199.205
234,class2,52.223.195.30
235,class4,52.223.197.157
236,class2,185.42.204.197
237,class4,185.42.207.190
238,class4,52.223.195.39
239,class3,185.42.205.189
240,class0,185.42.205.254
241,class5,52.223.195.70
242,class3,52.223.195.192
243,class5,52.223.195.204
244,class4,185.42.205.252
245,class4,185.42.205.239
246,class0,52.223.195.65
247,class4,52.223.195.222
248,class5,52.223.195.79
249,class2,52.223.195.143
250,class2,52.223.200.17
251,class1,185.42.205.209
252,class4,185.42.205.184
253,class4,52.223.195.60
254,class3,185.42.205.224
255,class0,52.223.195.43
256,class5,52.223.195.34
257,class2,52.223.195.87
258,class2,185.42.204.147
259,class2,99.181.67.19
260,class2,185.42.205.36
261,class1,99.181.65.172
262,class3,52.223.200.93
263,class4,52.223.200.37
264,class1,185.42.204.188
265,class5,185.42.207.57
266,class3,185.42.207.58
267,class4,185.42.207.90
268,class4,185.42.207.27
269,class3,185.42.207.44
270,class0,185.42.206.141
271,class5,185.42.206.203
272,class3,185.42.205.61
273,class3,99.181.64.125
274,class4,185.42.204.110
275,class0,185.42.206.106
276,class5,185.42.204.180
277,class0,185.42.204.164
278,class3,185.42.205.24
279,class4,185.42.204.107
280,class4,185.42.205.72
281,class1,185.42.207.251
282,class4,185.42.205.52
283,class3,185.42.204.32
284,class1,185.42.206.178
285,class0,185.42.205.47
286,class4,185.42.204.169
287,class0,185.42.207.249
288,class3,185.42.204.28
289,class2,185.42.204.50
290,class0,185.42.205.42
291,class5,185.42.204.157
292,class5,185.42.204.73
293,class4,185.42.204.52
294,class4,185.42.204.48
295,class1,185.42.206.172
296,class1,185.42.207.215
297,class2,185.42.204.184
298,class3,185.42.205.54
299,class1,185.42.207.253
300,class2,185.42.205.43
301,class0,185.42.206.123
302,class0,185.42.207.254
303,class4,185.42.205.94
304,class4,185.42.205.44
305,class5,185.42.206.159
306,class4,99.181.64.222
307,class4,185.42.206.236
308,class0,185.42.204.90
309,class3,185.42.207.223
310,class5,99.181.64.123
311,class1,185.42.204.144
312,class3,185.42.205.96
313,class4,185.42.204.9
314,class2,185.42.205.105
315,class4,185.42.205.8
316,class5,185.42.204.18
317,class0,185.42.204.104
318,class3,185.42.206.136
319,class2,185.42.205.21
320,class1,185.42.205.126
321,class1,185.42.205.114
322,class2,185.42.204.17
323,class0,185.42.204.87
324,class2,185.42.205.57
325,class1,185.42.205.124
326,class0,185.42.204.8
327,class2,185.42.205.66
328,class5,185.42.205.26
329,class1,185.42.207.228
330,class5,185.42.205.88
331,class0,185.42.204.146
332,class2,185.42.207.213
333,class5,185.42.205.77
334,class0,185.42.204.58
335,class1,185.42.205.49
336,class1,185.42.206.238
337,class0,99.181.65.56
338,class5,185.42.205.117
339,class2,185.42.205.111
340,class0,185.42.205.39
341,class5,185.42.205.93
342,class2,185.42.205.5
343,class3,185.42.206.251
344,class2,185.42.206.173
345,class2,185.42.207.247
346,class4,185.42.207.224
347,class2,185.42.205.48
348,class5,185.42.204.122
349,class1,185.42.204.57
350,class4,185.42.204.24
351,class4,99.181.65.232
352,class0,185.42.204.26
353,class1,185.42.207.248
354,class3,185.42.205.30
355,class5,185.42.204.27
356,class0,185.42.205.4
357,class4,185.42.207.216
358,class5,185.42.206.113
359,class3,185.42.206.237
360,class1,185.42.207.240
361,class5,185.42.204.125
362,class1,99.181.64.210
363,class4,185.42.204.148
364,class2,185.42.206.151
365,class0,185.42.207.220
366,class2,185.42.204.102
367,class2,185.42.204.185
368,class2,185.42.205.25
369,class3,185.42.204.117
370,class0,185.42.205.101
371,class4,185.42.207.201
372,class5,185.42.206.111
