,class,ip
0,class3,52.223.228.27
1,class2,52.223.228.62
2,class0,52.223.228.95
3,class0,52.223.227.232
4,class0,52.223.228.106
5,class1,52.223.228.7
6,class2,52.223.228.107
7,class7,52.223.228.90
8,class3,52.223.228.102
9,class5,52.223.228.8
10,class5,52.223.228.13
11,class0,52.223.228.98
12,class0,52.223.227.214
13,class5,52.223.228.17
14,class7,52.223.228.85
15,class3,52.223.227.241
16,class2,52.223.228.89
17,class0,52.223.228.97
18,class0,52.223.228.99
19,class7,52.223.228.123
20,class6,52.223.228.71
21,class5,52.223.228.110
22,class6,52.223.228.30
23,class3,52.223.228.9
24,class6,52.223.228.28
25,class3,52.223.228.125
26,class5,52.223.228.26
27,class1,52.223.228.19
28,class4,52.223.228.59
29,class6,99.181.96.118
30,class5,99.181.96.163
31,class6,99.181.96.189
32,class0,99.181.96.107
33,class5,99.181.96.156
34,class5,99.181.96.125
35,class5,99.181.96.111
36,class2,99.181.96.112
37,class7,52.223.226.70
38,class2,52.223.226.144
39,class7,52.223.226.96
40,class7,52.223.226.150
41,class4,52.223.226.102
42,class0,99.181.97.36
43,class4,192.16.65.161
44,class3,99.181.97.79
45,class5,52.223.226.73
46,class5,52.223.244.221
47,class4,52.223.226.149
48,class4,52.223.226.101
49,class6,52.223.226.104
50,class4,99.181.97.142
51,class2,99.181.97.112
52,class5,99.181.97.178
53,class0,52.223.244.209
54,class7,52.223.244.79
55,class0,99.181.97.111
56,class3,52.223.226.126
57,class7,99.181.97.100
58,class7,52.223.244.172
59,class4,192.16.65.112
60,class7,52.223.227.173
61,class6,52.223.227.28
62,class1,99.181.97.133
63,class1,52.223.226.112
64,class1,99.181.97.110
65,class3,52.223.226.81
66,class4,192.16.65.137
67,class3,52.223.244.38
68,class1,99.181.97.55
69,class6,192.16.65.6
70,class1,52.223.226.146
71,class7,52.223.227.169
72,class6,52.223.244.187
73,class2,192.16.65.118
74,class4,52.223.226.78
75,class0,192.16.65.101
76,class6,99.181.97.45
77,class0,192.16.65.171
78,class0,52.223.226.69
79,class7,99.181.97.62
80,class1,52.223.226.107
81,class5,99.181.97.53
82,class1,52.223.226.141
83,class2,192.16.65.158
84,class6,52.223.227.71
85,class5,192.16.65.20
86,class0,52.223.226.94
87,class2,52.223.226.108
88,class0,52.223.227.106
89,class0,99.181.97.99
90,class4,52.223.226.234
91,class6,99.181.97.105
92,class2,52.223.226.140
93,class3,192.16.65.40
94,class4,99.181.97.113
95,class5,52.223.226.124
96,class2,99.181.97.170
97,class6,99.181.97.57
98,class5,192.16.65.174
99,class2,52.223.227.107
100,class4,99.181.97.68
101,class0,52.223.244.33
102,class0,192.16.65.133
103,class2,52.223.226.74
104,class3,52.223.227.171
105,class0,99.181.97.176
106,class2,192.16.65.141
107,class3,52.223.244.254
108,class2,99.181.97.146
109,class3,52.223.226.76
110,class4,52.223.244.93
111,class1,99.181.97.155
112,class3,52.223.226.116
113,class7,99.181.97.60
114,class6,99.181.97.74
115,class4,99.181.97.106
116,class0,52.223.226.237
117,class2,192.16.65.179
118,class4,52.223.226.89
119,class1,99.181.97.134
120,class1,99.181.97.75
121,class3,52.223.244.248
122,class1,52.223.226.79
123,class7,52.223.226.117
124,class0,52.223.244.247
125,class4,99.181.97.109
126,class4,99.181.97.168
127,class1,99.181.97.132
128,class5,192.16.65.183
129,class0,99.181.97.98
130,class2,52.223.226.82
131,class4,52.223.226.99
132,class6,99.181.97.96
133,class2,99.181.97.147
134,class2,52.223.226.212
135,class7,192.16.65.188
136,class0,52.223.227.50
137,class0,52.223.227.40
138,class2,52.223.227.32
139,class2,52.223.226.71
140,class6,99.181.97.102
141,class7,99.181.97.166
142,class2,52.223.227.86
143,class7,52.223.244.109
144,class2,52.223.226.211
145,class2,52.223.227.177
146,class1,99.181.97.52
147,class6,99.181.97.54
148,class7,99.181.97.148
