,class,ip
0,class1,52.223.200.83
1,class2,52.223.200.45
2,class2,52.223.200.37
3,class1,52.223.200.71
4,class1,52.223.200.90
5,class1,52.223.200.80
6,class1,52.223.200.55
7,class2,52.223.200.88
8,class2,52.223.200.93
9,class1,52.223.200.115
10,class1,52.223.200.120
11,class1,52.223.200.126
12,class1,52.223.200.39
13,class2,52.223.200.122
14,class1,52.223.200.52
15,class2,52.223.200.36
16,class2,52.223.200.100
17,class7,185.42.207.172
18,class0,99.181.68.135
19,class4,52.223.195.232
20,class4,185.42.207.217
21,class7,99.181.68.145
22,class4,99.181.68.138
23,class4,99.181.68.172
24,class4,99.181.68.139
25,class5,99.181.64.218
26,class4,185.42.207.148
27,class7,52.223.195.181
28,class4,99.181.68.140
29,class4,99.181.68.146
30,class6,185.42.205.47
31,class0,52.223.195.52
32,class0,185.42.204.59
33,class6,185.42.205.64
34,class3,185.42.206.120
35,class3,99.181.65.26
36,class4,99.181.68.137
37,class7,185.42.207.178
38,class7,99.181.64.245
39,class3,52.223.195.99
40,class7,185.42.205.6
41,class5,185.42.207.121
42,class4,99.181.68.132
43,class7,99.181.64.136
44,class0,185.42.207.203
45,class0,185.42.207.118
46,class7,99.181.64.170
47,class4,185.42.204.122
48,class6,185.42.204.149
49,class0,185.42.207.242
50,class4,99.181.68.187
51,class0,185.42.204.15
52,class6,185.42.206.78
53,class5,185.42.204.36
54,class4,99.181.68.141
55,class4,99.181.68.160
56,class6,185.42.205.126
57,class6,185.42.205.77
58,class4,99.181.68.184
59,class3,52.223.195.70
60,class0,185.42.204.32
61,class6,185.42.204.164
62,class5,185.42.207.226
63,class6,99.181.64.167
64,class7,185.42.206.137
65,class6,185.42.205.101
66,class6,99.181.64.203
67,class7,52.223.195.85
68,class5,52.223.195.191
69,class7,99.181.64.226
70,class4,185.42.207.101
71,class5,185.42.206.249
72,class7,185.42.204.86
73,class3,185.42.206.183
74,class0,52.223.195.242
75,class6,185.42.204.119
76,class7,185.42.207.122
77,class0,185.42.204.146
78,class7,185.42.206.123
79,class0,52.223.195.151
80,class7,185.42.205.100
81,class7,99.181.64.236
82,class7,52.223.195.162
83,class0,185.42.205.53
84,class0,185.42.207.220
85,class3,99.181.64.228
86,class0,185.42.205.52
87,class5,52.223.195.132
88,class5,52.223.195.73
89,class5,99.181.65.51
90,class6,99.181.64.124
91,class0,185.42.206.114
92,class7,185.42.207.208
93,class5,185.42.204.70
94,class7,185.42.207.254
95,class7,52.223.195.230
96,class4,52.223.195.178
97,class5,185.42.204.66
98,class7,185.42.205.59
99,class5,185.42.204.111
100,class3,185.42.205.7
101,class5,185.42.206.181
102,class3,185.42.205.82
103,class3,52.223.195.234
104,class6,185.42.206.217
105,class3,185.42.204.4
106,class7,185.42.206.161
