,class,ip
0,class1,52.223.228.27
1,class6,52.223.228.62
2,class1,52.223.228.95
3,class3,52.223.227.232
4,class0,52.223.228.106
5,class1,52.223.228.7
6,class3,52.223.228.107
7,class1,52.223.228.90
8,class1,52.223.228.102
9,class1,52.223.228.8
10,class1,52.223.228.13
11,class3,52.223.228.98
12,class1,52.223.227.214
13,class3,52.223.228.17
14,class3,52.223.228.85
15,class3,52.223.227.241
16,class1,52.223.228.89
17,class1,52.223.228.97
18,class1,52.223.228.99
19,class3,52.223.228.123
20,class3,52.223.228.10
21,class3,52.223.228.71
22,class3,52.223.228.110
23,class3,52.223.228.30
24,class3,52.223.228.9
25,class1,52.223.228.28
26,class3,52.223.228.125
27,class0,52.223.228.26
28,class3,52.223.228.19
29,class3,52.223.228.59
30,class4,99.181.96.118
31,class4,99.181.96.163
32,class4,99.181.96.189
33,class4,99.181.96.107
34,class4,99.181.96.156
35,class4,99.181.96.125
36,class4,99.181.96.111
37,class4,99.181.96.100
38,class4,99.181.96.112
39,class4,99.181.96.134
40,class5,52.223.226.70
41,class5,52.223.226.144
42,class5,52.223.226.96
43,class5,52.223.226.150
44,class5,99.181.97.36
45,class2,192.16.65.161
46,class5,99.181.97.79
47,class5,52.223.226.73
48,class5,52.223.244.221
49,class5,52.223.226.149
50,class5,52.223.226.101
51,class5,52.223.226.104
52,class5,99.181.97.142
53,class5,99.181.97.112
54,class5,99.181.97.178
55,class5,52.223.244.209
56,class5,52.223.244.79
57,class5,99.181.97.111
58,class5,52.223.226.126
59,class5,99.181.97.100
60,class5,52.223.244.172
61,class2,192.16.65.112
62,class2,52.223.227.173
63,class2,52.223.227.28
64,class5,99.181.97.133
65,class5,52.223.226.112
66,class5,99.181.97.110
67,class5,52.223.226.81
68,class2,192.16.65.137
69,class5,99.181.97.55
70,class2,192.16.65.6
71,class5,52.223.226.146
72,class2,52.223.227.169
73,class2,192.16.65.118
74,class5,52.223.226.78
75,class2,192.16.65.101
76,class5,99.181.97.45
77,class2,192.16.65.171
78,class5,52.223.226.69
79,class5,99.181.97.62
80,class5,52.223.226.107
81,class5,99.181.97.53
82,class5,52.223.226.141
83,class2,192.16.65.158
84,class2,52.223.227.71
85,class2,192.16.65.20
86,class5,52.223.226.94
87,class5,52.223.226.108
88,class2,52.223.227.106
89,class5,99.181.97.99
90,class5,52.223.226.234
91,class5,99.181.97.105
92,class5,52.223.226.140
93,class2,192.16.65.40
94,class5,99.181.97.113
95,class5,52.223.226.124
96,class5,99.181.97.170
97,class5,99.181.97.57
98,class2,192.16.65.174
99,class2,52.223.227.107
100,class5,99.181.97.68
101,class2,192.16.65.133
102,class5,52.223.226.74
103,class2,52.223.227.171
104,class5,99.181.97.176
105,class2,192.16.65.141
106,class5,52.223.244.254
107,class5,99.181.97.146
108,class5,52.223.226.76
109,class5,52.223.244.93
110,class5,99.181.97.155
111,class5,52.223.226.116
112,class5,99.181.97.60
113,class5,99.181.97.74
114,class5,99.181.97.106
115,class5,52.223.226.237
116,class2,192.16.65.179
117,class5,52.223.226.89
118,class5,99.181.97.134
119,class5,99.181.97.75
120,class5,52.223.244.248
121,class5,52.223.226.79
122,class5,52.223.226.117
123,class5,52.223.244.247
124,class5,99.181.97.109
125,class5,99.181.97.168
126,class5,99.181.97.132
127,class2,192.16.65.183
128,class5,99.181.97.98
129,class5,52.223.226.82
130,class5,52.223.226.99
131,class5,99.181.97.96
132,class5,99.181.97.147
133,class2,192.16.65.188
134,class2,52.223.227.50
135,class2,52.223.227.40
136,class2,52.223.227.32
137,class5,52.223.226.71
138,class5,99.181.97.102
139,class5,99.181.97.166
140,class2,52.223.227.86
141,class5,52.223.226.211
142,class2,52.223.227.177
143,class5,99.181.97.52
144,class5,99.181.97.54
145,class5,99.181.97.148
146,class2,192.16.65.187
147,class5,52.223.226.87
148,class5,52.223.226.77
149,class2,52.223.227.116
150,class2,192.16.65.173
151,class5,99.181.97.187
152,class2,192.16.65.153
153,class5,52.223.226.88
154,class2,192.16.65.41
155,class5,52.223.244.220
156,class2,52.223.227.161
157,class2,192.16.65.155
158,class5,99.181.97.175
159,class5,99.181.97.78
160,class5,52.223.244.251
161,class5,52.223.226.105
162,class5,99.181.97.181
163,class5,99.181.97.138
164,class5,52.223.226.100
165,class5,52.223.226.151
166,class5,99.181.97.140
167,class5,99.181.97.51
168,class2,52.223.227.77
169,class5,52.223.226.98
170,class5,52.223.226.92
171,class2,52.223.227.34
172,class2,52.223.227.157
173,class2,192.16.65.119
174,class2,52.223.227.114
175,class5,52.223.226.106
176,class2,52.223.227.179
177,class2,192.16.65.124
178,class2,52.223.227.54
179,class5,52.223.226.120
180,class5,52.223.226.75
181,class2,52.223.227.156
182,class2,192.16.65.114
183,class5,99.181.97.161
184,class5,99.181.97.143
185,class5,52.223.226.236
186,class5,52.223.226.158
187,class5,52.223.226.235
188,class5,99.181.97.56
189,class5,99.181.97.151
190,class5,52.223.244.174
191,class5,52.223.226.135
192,class5,99.181.97.160
193,class5,52.223.226.72
194,class5,99.181.97.174
195,class5,99.181.97.73
196,class5,52.223.226.85
197,class2,52.223.227.44
198,class2,192.16.65.144
199,class5,99.181.97.107
200,class5,52.223.226.139
201,class5,52.223.244.204
202,class5,99.181.97.124
203,class5,52.223.244.216
204,class5,52.223.226.86
205,class2,192.16.65.169
206,class5,52.223.226.91
207,class2,192.16.65.184
208,class2,52.223.227.21
209,class5,99.181.97.137
210,class5,99.181.97.183
211,class5,99.181.97.182
212,class2,192.16.65.152
213,class5,99.181.97.136
214,class5,99.181.97.70
215,class5,99.181.97.77
216,class5,52.223.226.103
217,class5,99.181.97.47
218,class2,52.223.227.78
219,class5,99.181.97.154
220,class5,99.181.97.40
221,class2,192.16.65.126
222,class5,99.181.97.97
223,class2,192.16.65.142
224,class2,192.16.65.132
225,class2,192.16.65.151
226,class5,52.223.226.83
227,class2,192.16.65.156
228,class5,99.181.97.101
229,class2,52.223.227.42
230,class2,192.16.65.31
231,class5,99.181.97.59
232,class2,192.16.65.138
233,class2,52.223.227.85
234,class2,52.223.227.186
235,class2,192.16.65.150
236,class2,192.16.65.140
237,class2,192.16.65.145
238,class5,99.181.97.145
239,class5,99.181.97.108
240,class5,99.181.97.188
241,class5,99.181.97.165
242,class2,52.223.227.119
243,class2,192.16.65.185
244,class2,192.16.65.104
245,class5,99.181.97.72
246,class5,99.181.97.69
247,class5,52.223.226.119
248,class5,99.181.97.169
249,class5,52.223.226.125
250,class5,99.181.97.125
251,class5,52.223.226.145
252,class2,192.16.65.162
253,class2,192.16.65.33
