,class,ip
0,class0,185.42.207.23
1,class2,185.42.207.14
2,class0,185.42.207.92
3,class1,185.42.207.57
4,class0,185.42.207.44
5,class1,185.42.207.59
6,class4,185.42.207.18
7,class1,185.42.204.32
8,class1,185.42.207.90
9,class3,185.42.207.27
10,class1,185.42.204.71
11,class1,185.42.207.58
12,class2,185.42.205.101
13,class3,99.181.65.13
14,class1,99.181.64.219
15,class2,185.42.205.54
16,class1,99.181.64.123
17,class3,99.181.64.164
18,class4,185.42.205.62
19,class2,185.42.204.49
20,class2,185.42.204.73
21,class4,185.42.204.164
22,class0,185.42.207.233
23,class2,185.42.205.75
24,class1,185.42.204.87
25,class2,99.181.65.50
26,class2,99.181.65.26
27,class4,185.42.204.95
28,class2,185.42.205.46
29,class2,185.42.207.238
30,class4,185.42.204.90
31,class1,185.42.206.234
32,class3,185.42.207.220
33,class2,185.42.206.173
34,class2,185.42.204.98
35,class0,185.42.204.111
36,class0,185.42.204.6
37,class2,185.42.204.183
38,class1,52.223.195.34
39,class3,52.223.195.67
40,class4,185.42.204.15
41,class1,185.42.204.7
42,class2,99.181.64.117
43,class1,185.42.204.43
44,class1,185.42.206.141
45,class4,99.181.64.160
46,class1,185.42.204.63
47,class2,99.181.64.203
48,class2,185.42.206.160
49,class3,185.42.207.168
50,class0,99.181.64.250
51,class4,185.42.207.122
52,class4,99.181.64.161
53,class1,99.181.64.218
54,class0,185.42.205.108
55,class3,185.42.204.143
56,class4,185.42.207.228
57,class1,99.181.64.226
58,class0,185.42.205.18
59,class1,185.42.207.165
60,class0,185.42.205.64
61,class3,52.223.195.132
62,class0,185.42.204.144
63,class1,99.181.64.208
64,class4,99.181.64.125
65,class2,52.223.195.64
66,class1,185.42.205.49
67,class4,99.181.64.213
68,class1,52.223.195.141
69,class3,99.181.65.12
70,class3,99.181.65.27
71,class0,185.42.207.114
72,class0,185.42.207.102
73,class2,185.42.207.197
74,class0,185.42.204.106
75,class4,185.42.204.76
76,class4,185.42.204.39
77,class4,185.42.204.85
78,class2,185.42.204.184
79,class0,185.42.204.23
80,class2,52.223.195.43
81,class4,185.42.205.11
82,class3,99.181.65.52
83,class1,99.181.64.138
84,class1,185.42.207.206
85,class0,185.42.204.62
86,class3,185.42.207.250
87,class2,185.42.207.246
88,class2,52.223.195.243
89,class0,185.42.205.120
90,class2,99.181.64.170
91,class2,185.42.204.118
92,class1,185.42.204.114
93,class3,185.42.204.37
94,class4,185.42.204.169
95,class1,185.42.205.45
96,class2,99.181.65.56
97,class1,52.223.195.216
98,class3,185.42.206.231
99,class2,185.42.205.47
100,class4,99.181.64.113
101,class2,99.181.65.55
