,class,ip
0,class2,185.42.207.23
1,class3,185.42.207.14
2,class3,185.42.207.92
3,class1,185.42.207.57
4,class2,185.42.207.44
5,class4,185.42.207.59
6,class0,185.42.207.18
7,class2,185.42.204.32
8,class4,185.42.207.90
9,class0,185.42.207.27
10,class2,185.42.204.71
11,class2,185.42.207.58
12,class4,185.42.205.101
13,class0,99.181.65.13
14,class2,99.181.64.219
15,class1,185.42.205.54
16,class0,99.181.64.123
17,class4,99.181.64.164
18,class0,185.42.205.62
19,class0,185.42.204.49
20,class0,185.42.204.73
21,class3,185.42.204.164
22,class3,185.42.207.233
23,class4,185.42.205.75
24,class2,185.42.204.87
25,class1,99.181.65.50
26,class4,99.181.65.26
27,class1,185.42.204.95
28,class1,185.42.205.46
29,class1,185.42.207.238
30,class1,185.42.204.90
31,class4,185.42.206.234
32,class2,185.42.207.220
33,class3,185.42.206.173
34,class3,185.42.204.98
35,class0,185.42.204.111
36,class4,185.42.204.6
37,class2,185.42.204.183
38,class1,52.223.195.34
39,class3,52.223.195.67
40,class4,185.42.204.15
41,class4,185.42.204.7
42,class3,99.181.64.117
43,class1,185.42.204.43
44,class4,185.42.206.141
45,class2,99.181.64.160
46,class4,185.42.204.63
47,class2,99.181.64.203
48,class0,185.42.206.160
49,class0,185.42.207.168
50,class0,99.181.64.250
51,class4,185.42.207.122
52,class0,99.181.64.161
53,class3,99.181.64.218
54,class4,185.42.205.108
55,class4,185.42.204.143
56,class4,185.42.207.228
57,class0,99.181.64.226
58,class0,185.42.205.18
59,class0,185.42.207.165
60,class4,185.42.205.64
61,class0,52.223.195.132
62,class1,185.42.204.144
63,class0,99.181.64.208
64,class3,99.181.64.125
65,class1,52.223.195.64
66,class2,185.42.205.49
67,class1,99.181.64.213
68,class3,52.223.195.141
69,class3,99.181.65.12
70,class3,99.181.65.27
71,class1,185.42.207.114
72,class4,185.42.207.102
73,class4,185.42.207.197
74,class2,185.42.204.106
75,class0,185.42.204.76
76,class1,185.42.204.39
77,class3,185.42.204.85
78,class0,185.42.204.184
79,class4,185.42.204.23
80,class4,52.223.195.43
81,class4,185.42.205.11
82,class0,99.181.65.52
83,class3,99.181.64.138
84,class1,185.42.207.206
85,class1,185.42.204.62
86,class4,185.42.207.250
87,class0,185.42.207.246
88,class2,52.223.195.243
89,class0,185.42.205.120
90,class4,99.181.64.170
91,class0,185.42.204.118
92,class3,185.42.204.114
93,class2,185.42.204.37
94,class3,185.42.204.169
95,class1,185.42.205.45
96,class2,99.181.65.56
97,class4,52.223.195.216
98,class2,185.42.206.231
99,class1,185.42.205.47
100,class4,99.181.64.113
101,class2,99.181.65.55
102,class1,185.42.204.187
103,class0,52.223.195.98
104,class2,99.181.65.17
105,class0,52.223.195.234
106,class3,185.42.205.52
107,class3,185.42.204.120
108,class1,185.42.204.146
109,class1,185.42.204.40
110,class3,99.181.65.5
111,class4,185.42.205.58
112,class0,185.42.204.79
113,class0,185.42.207.252
114,class0,99.181.64.228
115,class4,185.42.205.116
116,class1,185.42.207.209
117,class4,99.181.65.24
118,class0,185.42.204.82
119,class3,52.223.195.105
120,class4,99.181.64.217
121,class4,52.223.195.115
122,class4,99.181.65.6
123,class3,185.42.206.120
124,class1,99.181.65.25
125,class4,99.181.65.29
126,class1,185.42.204.30
127,class1,99.181.65.59
128,class4,185.42.206.106
129,class1,52.223.195.35
130,class1,99.181.64.222
131,class2,185.42.207.205
132,class3,99.181.65.22
133,class0,185.42.207.203
134,class3,185.42.207.204
135,class0,185.42.205.9
136,class2,185.42.206.107
137,class3,185.42.206.105
138,class4,99.181.64.223
139,class4,185.42.207.171
140,class3,52.223.195.233
141,class0,99.181.64.253
142,class4,185.42.205.107
143,class1,99.181.65.51
144,class2,185.42.204.137
145,class3,185.42.206.170
146,class2,185.42.204.54
147,class3,185.42.205.37
148,class2,185.42.204.148
149,class2,185.42.207.148
150,class3,185.42.205.68
151,class2,185.42.206.69
152,class2,99.181.64.211
153,class3,185.42.207.221
154,class0,185.42.204.69
155,class4,185.42.204.117
156,class1,185.42.204.72
157,class0,185.42.204.112
158,class2,185.42.207.226
159,class1,185.42.207.247
160,class1,185.42.204.119
161,class4,185.42.207.196
162,class4,185.42.204.70
163,class0,185.42.207.244
164,class4,185.42.204.44
165,class4,185.42.204.31
166,class1,185.42.204.60
167,class1,185.42.204.94
168,class4,185.42.204.124
169,class1,185.42.204.65
170,class1,185.42.204.93
171,class1,185.42.207.214
172,class2,185.42.207.217
173,class1,185.42.204.66
174,class1,99.181.64.216
175,class2,185.42.205.34
176,class4,185.42.204.68
177,class3,99.181.64.244
178,class3,185.42.205.88
179,class0,185.42.207.190
180,class4,185.42.204.135
181,class1,185.42.205.56
182,class2,99.181.64.199
183,class2,185.42.204.25
184,class4,185.42.207.178
185,class3,185.42.205.42
186,class2,185.42.204.4
187,class0,99.181.65.49
188,class1,185.42.204.147
189,class1,185.42.204.11
190,class1,185.42.204.121
191,class0,185.42.205.126
192,class0,185.42.204.78
193,class0,185.42.207.170
194,class4,99.181.65.20
195,class3,185.42.204.104
196,class1,185.42.204.100
197,class1,185.42.204.110
198,class3,185.42.207.183
199,class0,99.181.64.196
200,class1,52.223.195.103
201,class1,185.42.206.166
202,class3,99.181.64.246
203,class4,185.42.205.89
204,class0,185.42.205.90
205,class4,52.223.195.27
206,class2,99.181.64.105
207,class1,185.42.206.142
208,class3,52.223.195.84
209,class0,99.181.65.53
210,class1,185.42.206.167
211,class4,185.42.205.93
212,class0,185.42.205.123
213,class2,99.181.64.121
214,class4,52.223.195.248
215,class3,185.42.206.223
216,class2,185.42.205.69
217,class3,185.42.205.41
218,class2,99.181.64.206
219,class4,52.223.195.65
220,class3,185.42.205.76
221,class3,99.181.64.245
222,class2,185.42.205.21
223,class1,99.181.65.23
224,class4,185.42.206.224
225,class4,185.42.207.111
226,class3,52.223.195.71
227,class3,99.181.64.207
228,class1,52.223.195.162
229,class2,52.223.195.52
230,class0,99.181.64.201
231,class0,185.42.205.61
232,class1,99.181.64.197
233,class1,99.181.64.108
234,class1,52.223.195.242
235,class0,185.42.204.168
236,class4,185.42.206.101
237,class0,99.181.64.236
238,class2,185.42.204.59
239,class3,185.42.204.108
240,class0,185.42.204.149
241,class1,52.223.195.33
242,class0,99.181.64.156
243,class1,185.42.206.243
244,class2,185.42.204.145
245,class2,52.223.195.165
246,class1,185.42.204.180
247,class1,185.42.207.117
248,class1,185.42.207.172
249,class1,185.42.204.16
250,class1,185.42.204.75
251,class3,185.42.207.249
252,class3,185.42.206.177
253,class3,185.42.204.122
254,class4,185.42.207.236
255,class1,185.42.205.31
256,class2,99.181.64.241
257,class4,185.42.206.113
258,class3,185.42.207.110
259,class3,185.42.206.250
260,class2,185.42.206.79
261,class2,99.181.65.60
262,class3,185.42.206.149
263,class1,185.42.204.42
264,class4,185.42.205.113
265,class4,185.42.204.86
266,class2,99.181.65.41
267,class0,185.42.205.7
268,class2,185.42.205.4
269,class3,185.42.206.100
270,class0,185.42.205.103
271,class0,52.223.195.120
272,class0,185.42.205.109
273,class1,185.42.207.231
274,class2,99.181.65.28
275,class1,185.42.206.206
