,class,ip
0,class6,52.223.200.83
1,class3,52.223.200.55
2,class2,52.223.200.93
3,class2,52.223.200.115
4,class2,52.223.200.120
5,class0,52.223.200.39
6,class4,52.223.200.52
7,class2,185.42.207.172
8,class1,185.42.205.62
9,class0,52.223.195.247
10,class1,185.42.204.6
11,class3,99.181.68.135
12,class0,52.223.200.45
13,class4,52.223.200.37
14,class5,52.223.200.71
15,class5,52.223.200.90
16,class0,52.223.200.80
17,class1,52.223.200.88
18,class5,52.223.200.126
19,class6,52.223.200.122
20,class4,52.223.200.36
21,class5,52.223.200.100
22,class3,99.181.64.201
23,class4,52.223.195.232
24,class2,185.42.206.243
25,class1,185.42.204.143
26,class3,52.223.195.115
27,class6,185.42.206.170
28,class1,185.42.205.38
29,class3,185.42.204.121
30,class4,185.42.205.21
31,class5,99.181.68.142
32,class2,52.223.195.130
33,class0,185.42.207.217
34,class1,99.181.68.145
35,class1,185.42.207.236
36,class6,185.42.205.67
37,class4,99.181.64.213
38,class1,99.181.64.246
39,class3,185.42.206.72
40,class5,185.42.205.117
41,class2,52.223.195.241
42,class2,52.223.195.155
43,class1,99.181.65.13
44,class0,185.42.207.102
45,class0,99.181.68.138
46,class6,185.42.204.116
47,class1,185.42.204.120
48,class4,52.223.195.167
49,class6,185.42.206.119
50,class3,52.223.195.71
51,class5,99.181.68.172
52,class0,99.181.64.223
53,class5,185.42.206.102
54,class4,185.42.207.117
55,class6,99.181.65.5
56,class3,185.42.204.95
57,class1,185.42.204.108
58,class6,99.181.68.139
59,class3,99.181.64.218
60,class6,185.42.207.148
61,class3,52.223.195.181
62,class3,99.181.68.140
63,class3,185.42.206.167
64,class0,185.42.205.48
65,class4,99.181.68.146
66,class1,185.42.205.47
67,class1,52.223.195.52
68,class5,185.42.204.79
69,class6,99.181.64.133
70,class2,185.42.204.59
71,class4,185.42.205.64
72,class1,52.223.195.49
73,class2,185.42.207.103
74,class2,185.42.204.124
75,class4,185.42.204.114
76,class0,52.223.195.164
77,class6,185.42.205.94
78,class0,185.42.207.165
79,class0,185.42.206.120
80,class0,99.181.64.244
81,class6,99.181.65.26
