,class,ip
0,class3,52.223.200.83
1,class2,52.223.200.55
2,class3,52.223.200.93
3,class2,52.223.200.115
4,class3,52.223.200.120
5,class3,52.223.200.39
6,class1,52.223.200.52
7,class2,185.42.207.172
8,class2,185.42.205.62
9,class3,52.223.195.247
10,class0,185.42.204.6
11,class0,99.181.68.135
12,class2,52.223.200.45
13,class6,52.223.200.37
14,class0,52.223.200.71
15,class1,52.223.200.90
16,class4,52.223.200.80
17,class0,52.223.200.88
18,class3,52.223.200.126
19,class4,52.223.200.122
20,class5,52.223.200.36
21,class4,52.223.200.100
22,class2,99.181.64.201
23,class6,52.223.195.232
24,class3,185.42.206.243
25,class3,185.42.204.143
26,class4,52.223.195.115
27,class4,185.42.206.170
28,class0,185.42.205.38
29,class3,185.42.204.121
30,class0,185.42.205.21
31,class0,99.181.68.142
32,class3,52.223.195.130
33,class4,185.42.207.217
34,class1,99.181.68.145
35,class6,185.42.207.236
36,class3,185.42.205.67
37,class5,99.181.64.213
38,class6,99.181.64.246
39,class5,185.42.206.72
40,class3,185.42.205.117
41,class1,52.223.195.241
42,class0,52.223.195.155
43,class5,99.181.65.13
44,class2,185.42.207.102
45,class4,99.181.68.138
46,class2,185.42.204.116
47,class0,185.42.204.120
48,class2,52.223.195.167
49,class1,185.42.206.119
50,class5,52.223.195.71
51,class3,99.181.68.172
52,class5,99.181.64.223
53,class5,185.42.206.102
54,class3,185.42.207.117
55,class3,99.181.65.5
56,class3,185.42.204.95
57,class4,185.42.204.108
58,class0,99.181.68.139
59,class0,99.181.64.218
60,class3,185.42.207.148
61,class5,52.223.195.181
62,class2,99.181.68.140
63,class3,185.42.206.167
64,class6,185.42.205.48
65,class2,99.181.68.146
66,class4,185.42.205.47
67,class4,52.223.195.52
68,class0,185.42.204.79
69,class4,99.181.64.133
70,class3,185.42.204.59
71,class2,185.42.205.64
72,class4,52.223.195.49
73,class2,185.42.207.103
74,class3,185.42.204.124
75,class5,185.42.204.114
76,class5,52.223.195.164
77,class0,185.42.205.94
78,class3,185.42.207.165
79,class6,185.42.206.120
80,class0,99.181.64.244
81,class0,99.181.65.26
82,class3,99.181.68.185
83,class2,185.42.204.43
84,class6,185.42.207.175
85,class5,99.181.64.211
86,class5,185.42.204.30
87,class1,185.42.207.114
88,class6,185.42.207.196
89,class0,185.42.206.159
90,class5,99.181.65.35
91,class5,52.223.195.117
92,class2,185.42.207.182
93,class2,185.42.204.77
94,class6,52.223.195.34
95,class0,99.181.68.137
96,class6,99.181.64.247
97,class4,185.42.205.4
98,class5,185.42.207.178
99,class1,52.223.195.30
100,class6,99.181.65.30
101,class0,185.42.204.94
102,class1,185.42.205.90
103,class1,185.42.205.39
104,class0,99.181.64.245
105,class4,52.223.195.33
106,class2,185.42.206.199
107,class4,52.223.195.227
108,class2,185.42.204.141
109,class3,52.223.195.99
110,class3,99.181.68.179
111,class5,185.42.205.6
112,class1,99.181.64.135
113,class1,52.223.195.80
114,class4,185.42.205.41
115,class6,185.42.207.247
116,class1,185.42.207.121
117,class4,185.42.204.148
118,class2,185.42.207.168
119,class2,99.181.65.23
