,class,ip
0,class2,52.223.200.83
1,class2,52.223.200.55
2,class2,52.223.200.93
3,class2,52.223.200.115
4,class2,52.223.200.120
5,class2,52.223.200.39
6,class2,52.223.200.52
7,class0,185.42.207.172
8,class4,185.42.205.62
9,class3,52.223.195.247
10,class4,185.42.204.6
11,class0,99.181.68.135
12,class2,52.223.200.45
13,class2,52.223.200.37
14,class2,52.223.200.71
15,class2,52.223.200.90
16,class2,52.223.200.80
17,class2,52.223.200.88
18,class2,52.223.200.126
19,class2,52.223.200.122
20,class2,52.223.200.36
21,class2,52.223.200.100
22,class3,99.181.64.201
23,class3,52.223.195.232
24,class1,185.42.206.243
25,class1,185.42.204.143
26,class1,52.223.195.115
27,class1,185.42.206.170
28,class3,185.42.205.38
29,class1,185.42.204.121
30,class1,185.42.205.21
31,class0,99.181.68.142
32,class4,52.223.195.130
33,class3,185.42.207.217
34,class0,99.181.68.145
35,class4,185.42.207.236
36,class1,185.42.205.67
37,class1,99.181.64.213
38,class0,99.181.64.246
39,class3,185.42.206.72
40,class1,185.42.205.117
41,class3,52.223.195.241
42,class0,52.223.195.155
43,class3,99.181.65.13
44,class0,185.42.207.102
45,class0,99.181.68.138
46,class3,185.42.204.116
47,class3,185.42.204.120
48,class3,52.223.195.167
49,class4,185.42.206.119
50,class3,52.223.195.71
51,class0,99.181.68.172
52,class3,99.181.64.223
53,class3,185.42.206.102
54,class0,185.42.207.117
55,class3,99.181.65.5
56,class3,185.42.204.95
57,class3,185.42.204.108
58,class0,99.181.68.139
59,class3,99.181.64.218
60,class3,185.42.207.148
61,class3,52.223.195.181
62,class0,99.181.68.140
63,class4,185.42.206.167
64,class4,185.42.205.48
65,class0,99.181.68.146
66,class3,185.42.205.47
67,class3,52.223.195.52
68,class0,185.42.204.79
69,class3,99.181.64.133
70,class3,185.42.204.59
71,class0,185.42.205.64
72,class3,52.223.195.49
73,class3,185.42.207.103
74,class3,185.42.204.124
75,class3,185.42.204.114
76,class3,52.223.195.164
77,class3,185.42.205.94
78,class0,185.42.207.165
79,class3,185.42.206.120
80,class3,99.181.64.244
81,class4,99.181.65.26
82,class0,99.181.68.185
83,class4,185.42.204.43
84,class0,185.42.207.175
85,class3,99.181.64.211
86,class3,185.42.204.30
87,class0,185.42.207.114
88,class3,185.42.207.196
89,class3,185.42.206.159
90,class3,99.181.65.35
91,class3,52.223.195.117
92,class0,185.42.207.182
93,class0,185.42.204.77
94,class3,52.223.195.34
95,class0,99.181.68.137
96,class3,99.181.64.247
97,class3,185.42.205.4
98,class0,185.42.207.178
99,class3,52.223.195.30
100,class3,99.181.65.30
101,class0,185.42.204.94
102,class3,185.42.205.90
103,class4,185.42.205.39
104,class0,99.181.64.245
105,class3,52.223.195.33
106,class4,185.42.206.199
107,class4,52.223.195.227
108,class3,185.42.204.141
109,class4,52.223.195.99
110,class0,99.181.68.179
111,class4,185.42.205.6
112,class3,99.181.64.135
113,class4,52.223.195.80
114,class3,185.42.205.41
115,class4,185.42.207.247
116,class3,185.42.207.121
117,class4,185.42.204.148
118,class3,185.42.207.168
119,class3,99.181.65.23
120,class0,99.181.68.132
121,class0,185.42.207.171
122,class3,99.181.64.205
123,class4,99.181.64.136
124,class3,185.42.204.16
125,class3,185.42.206.238
126,class3,185.42.205.30
127,class3,185.42.207.203
128,class3,185.42.206.173
129,class0,185.42.207.146
130,class3,99.181.65.27
131,class3,185.42.204.73
132,class3,52.223.195.238
133,class3,52.223.195.82
134,class3,99.181.65.52
135,class3,185.42.205.24
136,class0,185.42.207.118
137,class3,185.42.204.174
138,class4,99.181.64.170
139,class3,185.42.207.252
140,class3,185.42.205.86
141,class4,185.42.204.122
142,class3,185.42.204.149
143,class3,185.42.205.107
144,class3,185.42.207.242
145,class3,185.42.204.44
146,class4,52.223.195.74
147,class0,99.181.68.136
148,class3,99.181.64.206
149,class0,99.181.68.187
150,class3,99.181.64.199
151,class3,185.42.205.56
152,class4,185.42.206.149
153,class3,99.181.64.138
154,class4,185.42.206.174
155,class4,185.42.206.215
156,class0,99.181.68.178
157,class4,185.42.206.136
158,class0,99.181.68.143
159,class4,185.42.205.97
160,class0,185.42.207.190
161,class3,99.181.64.105
162,class4,185.42.205.83
163,class4,52.223.195.187
164,class3,185.42.204.15
165,class4,185.42.205.75
166,class4,99.181.64.121
167,class3,99.181.64.253
168,class4,185.42.206.78
169,class3,185.42.204.36
170,class3,185.42.206.106
171,class4,185.42.206.104
172,class3,52.223.195.216
173,class3,185.42.204.49
174,class4,185.42.205.119
175,class3,185.42.207.169
176,class4,99.181.65.6
177,class0,99.181.68.141
178,class3,99.181.64.217
179,class4,185.42.207.233
180,class0,99.181.68.160
181,class3,185.42.207.107
182,class3,52.223.195.245
183,class4,185.42.206.184
184,class3,52.223.195.250
185,class4,185.42.205.126
186,class3,185.42.205.77
187,class4,99.181.64.160
188,class0,99.181.68.184
189,class3,52.223.195.70
190,class3,185.42.204.32
191,class3,185.42.204.164
192,class3,185.42.204.126
193,class3,185.42.207.199
194,class0,185.42.207.183
195,class3,52.223.195.110
196,class3,185.42.206.234
197,class4,185.42.204.60
198,class4,185.42.206.103
199,class3,99.181.65.18
200,class4,185.42.206.140
201,class3,185.42.204.188
202,class4,185.42.204.109
203,class4,185.42.206.224
204,class3,185.42.205.73
205,class3,52.223.195.206
206,class3,99.181.64.220
207,class3,52.223.195.90
208,class4,185.42.207.238
209,class4,185.42.206.237
210,class3,99.181.65.24
211,class4,185.42.205.50
212,class3,185.42.207.250
213,class3,99.181.64.116
214,class4,185.42.207.226
215,class4,185.42.204.89
216,class4,99.181.64.252
217,class3,99.181.64.167
218,class4,52.223.195.165
219,class4,185.42.205.120
220,class4,52.223.195.79
221,class4,99.181.64.202
222,class4,185.42.204.53
223,class3,52.223.195.105
224,class4,185.42.206.137
225,class4,185.42.205.31
226,class4,99.181.65.20
227,class3,99.181.65.28
228,class3,52.223.195.62
229,class4,52.223.195.218
230,class4,185.42.206.148
231,class4,185.42.205.101
232,class4,185.42.206.177
233,class3,99.181.64.203
234,class3,99.181.65.46
235,class4,52.223.195.195
236,class4,185.42.204.68
237,class4,185.42.206.210
238,class3,52.223.195.85
239,class4,185.42.204.117
240,class4,185.42.204.153
241,class4,52.223.195.170
242,class3,185.42.205.121
243,class4,185.42.205.26
244,class3,52.223.195.21
245,class3,99.181.64.164
246,class0,185.42.207.110
247,class3,185.42.206.142
248,class3,185.42.204.22
249,class4,52.223.195.191
250,class4,185.42.204.48
251,class4,185.42.205.88
252,class3,185.42.204.87
253,class4,52.223.195.87
254,class4,99.181.64.226
255,class4,185.42.207.229
256,class4,185.42.204.82
257,class0,185.42.207.111
258,class3,52.223.195.139
259,class3,99.181.64.251
260,class4,52.223.195.43
261,class4,185.42.204.55
262,class3,185.42.205.87
263,class0,185.42.207.101
264,class4,52.223.195.26
265,class3,99.181.64.241
266,class3,185.42.204.31
267,class4,185.42.206.249
268,class4,185.42.204.125
269,class3,185.42.204.86
270,class4,185.42.206.183
271,class4,185.42.206.254
272,class4,185.42.205.106
273,class0,185.42.207.170
274,class3,99.181.65.60
275,class3,52.223.195.242
276,class4,185.42.205.34
277,class4,52.223.195.13
278,class4,99.181.64.250
279,class3,52.223.195.93
280,class3,185.42.204.119
281,class4,99.181.64.117
282,class4,99.181.64.119
283,class4,99.181.64.221
284,class3,185.42.207.197
285,class4,99.181.64.208
286,class0,185.42.204.41
287,class4,99.181.65.59
288,class3,185.42.204.90
289,class4,99.181.65.17
290,class4,99.181.65.31
291,class4,185.42.207.198
292,class4,185.42.204.69
293,class3,52.223.195.11
294,class4,185.42.204.147
295,class4,185.42.207.122
296,class3,185.42.207.206
297,class3,52.223.195.202
298,class4,185.42.204.63
299,class4,185.42.205.16
300,class3,185.42.206.100
301,class3,52.223.195.141
302,class4,185.42.204.75
303,class4,185.42.205.99
304,class3,99.181.65.53
305,class3,99.181.65.22
306,class4,185.42.204.83
307,class3,52.223.195.67
308,class4,99.181.65.56
309,class3,185.42.206.111
310,class3,52.223.195.243
311,class3,185.42.206.145
312,class3,185.42.204.62
313,class4,185.42.206.214
314,class4,185.42.204.107
315,class3,52.223.195.239
316,class4,185.42.204.146
317,class4,185.42.206.83
318,class4,185.42.205.46
319,class3,185.42.204.104
320,class3,99.181.64.196
321,class3,185.42.206.123
322,class0,52.223.195.151
323,class4,185.42.205.44
324,class3,99.181.64.216
325,class3,185.42.207.209
326,class0,99.181.64.197
327,class3,185.42.205.100
328,class3,99.181.64.236
329,class4,185.42.207.205
330,class4,185.42.206.166
331,class4,185.42.204.93
332,class4,185.42.206.122
333,class3,185.42.204.85
334,class4,185.42.206.134
335,class3,99.181.64.109
336,class4,185.42.205.49
337,class4,99.181.65.7
338,class4,52.223.195.162
339,class0,185.42.205.53
340,class4,185.42.207.241
341,class4,185.42.206.79
342,class3,52.223.195.6
343,class4,185.42.205.23
344,class4,185.42.206.152
345,class3,99.181.64.169
346,class3,185.42.206.251
347,class3,185.42.205.37
348,class4,52.223.195.154
349,class3,185.42.204.144
350,class4,185.42.204.42
351,class3,185.42.204.140
352,class4,185.42.207.220
353,class3,99.181.64.228
354,class4,185.42.206.220
355,class3,99.181.64.113
356,class3,52.223.195.75
357,class4,185.42.205.52
358,class4,185.42.205.36
359,class4,185.42.204.37
360,class4,52.223.195.103
361,class4,185.42.206.141
362,class3,52.223.195.8
363,class4,185.42.206.98
364,class4,185.42.204.118
365,class3,185.42.204.185
366,class3,99.181.68.177
367,class3,52.223.195.132
368,class4,185.42.205.91
369,class4,185.42.206.172
370,class4,99.181.64.163
371,class3,52.223.195.229
372,class3,185.42.204.99
373,class4,185.42.207.231
374,class4,99.181.64.225
375,class4,52.223.195.118
376,class4,52.223.195.199
377,class4,185.42.206.242
378,class4,52.223.195.240
379,class4,185.42.204.139
380,class3,185.42.206.109
381,class4,185.42.204.98
382,class4,185.42.206.192
383,class3,52.223.195.73
384,class4,185.42.206.108
385,class4,52.223.195.106
386,class4,185.42.204.39
387,class4,185.42.205.69
388,class4,185.42.206.113
389,class4,52.223.195.166
390,class3,52.223.195.180
391,class3,52.223.195.126
392,class4,99.181.65.51
393,class4,185.42.206.231
394,class3,185.42.206.133
395,class4,99.181.65.61
396,class4,185.42.206.216
397,class4,185.42.206.160
398,class3,185.42.204.7
399,class4,185.42.207.204
400,class3,99.181.64.156
401,class4,185.42.206.76
402,class3,185.42.204.76
403,class4,185.42.205.103
404,class4,99.181.64.124
405,class4,185.42.206.114
406,class4,185.42.207.208
407,class4,185.42.207.243
408,class4,185.42.205.111
409,class4,99.181.64.222
410,class4,185.42.205.65
411,class4,185.42.204.70
412,class4,185.42.206.163
413,class4,185.42.206.189
414,class4,185.42.205.74
415,class4,185.42.207.254
416,class3,185.42.205.124
417,class4,185.42.207.221
418,class4,52.223.195.230
419,class3,185.42.206.248
420,class4,185.42.206.245
421,class3,185.42.204.54
422,class3,185.42.204.137
423,class4,185.42.206.221
424,class4,185.42.205.113
425,class3,185.42.205.18
426,class4,99.181.64.219
427,class4,99.181.64.214
428,class4,185.42.205.125
429,class4,185.42.206.105
430,class3,99.181.64.125
431,class4,185.42.206.223
432,class4,52.223.195.178
433,class3,185.42.204.66
434,class4,185.42.205.59
435,class4,185.42.205.63
436,class4,185.42.204.111
437,class4,185.42.205.84
438,class4,185.42.205.7
439,class4,185.42.206.181
440,class4,99.181.65.16
441,class4,99.181.64.237
442,class4,185.42.204.110
443,class4,52.223.195.84
444,class4,185.42.205.82
445,class4,185.42.205.71
446,class4,185.42.205.5
447,class4,52.223.195.98
448,class4,185.42.205.109
449,class4,185.42.205.11
450,class4,185.42.204.112
451,class4,52.223.195.133
452,class4,185.42.207.246
453,class4,185.42.206.162
454,class4,52.223.195.233
455,class4,185.42.204.72
456,class4,185.42.205.57
457,class4,99.181.64.108
458,class4,185.42.205.45
459,class4,185.42.206.165
460,class4,52.223.195.131
461,class4,185.42.204.145
462,class4,52.223.195.35
463,class4,99.181.65.55
464,class4,185.42.204.183
465,class4,52.223.195.234
466,class4,185.42.205.115
467,class4,185.42.206.154
468,class4,99.181.64.210
