,class,ip
0,class1,185.42.206.251
1,class0,52.223.200.157
2,class1,185.42.206.203
3,class1,185.42.206.102
4,class1,185.42.206.169
5,class0,99.181.65.176
6,class1,185.42.206.113
7,class1,185.42.206.167
8,class1,185.42.206.172
9,class5,52.223.195.241
10,class1,185.42.206.249
11,class1,185.42.206.243
12,class5,52.223.195.99
13,class0,52.223.195.197
14,class5,52.223.195.152
15,class1,185.42.206.111
16,class1,185.42.206.73
17,class6,52.223.195.176
18,class3,185.42.205.240
19,class1,185.42.206.173
20,class2,52.223.200.37
21,class6,185.42.204.68
22,class5,52.223.195.249
23,class1,185.42.206.236
24,class1,185.42.206.238
25,class1,185.42.206.106
26,class4,52.223.195.195
27,class0,185.42.204.146
28,class1,185.42.206.183
29,class3,185.42.207.114
30,class7,185.42.207.117
31,class1,185.42.206.142
32,class6,99.181.66.215
33,class1,185.42.206.216
34,class1,185.42.206.154
35,class1,185.42.206.69
36,class6,99.181.67.239
37,class1,185.42.206.245
38,class1,185.42.206.165
39,class1,185.42.206.159
40,class1,185.42.206.141
41,class7,185.42.207.102
42,class1,185.42.206.178
43,class1,185.42.206.136
44,class6,185.42.207.250
45,class1,185.42.206.145
46,class6,185.42.204.101
47,class1,185.42.206.140
48,class4,52.223.197.249
49,class1,185.42.206.151
50,class5,99.181.65.240
51,class1,185.42.206.149
52,class5,52.223.195.43
53,class0,185.42.207.101
54,class1,185.42.206.242
55,class5,99.181.65.177
56,class3,185.42.207.200
57,class3,185.42.204.73
58,class7,185.42.205.234
59,class1,185.42.206.237
60,class7,99.181.65.217
61,class7,99.181.65.166
62,class1,185.42.206.72
63,class3,185.42.207.226
64,class4,52.223.195.74
65,class6,185.42.207.205
66,class7,185.42.205.66
67,class3,99.181.64.93
68,class4,99.181.67.206
69,class1,185.42.206.123
70,class0,52.223.195.222
71,class4,52.223.195.122
72,class7,185.42.207.169
73,class0,185.42.207.121
74,class7,185.42.204.249
75,class0,52.223.195.89
76,class6,185.42.207.208
77,class7,99.181.65.150
78,class3,99.181.67.163
79,class7,185.42.205.87
80,class1,185.42.206.239
81,class6,99.181.67.250
82,class3,185.42.204.100
83,class5,52.223.195.77
