,class,ip
0,class4,185.42.206.251
1,class1,52.223.200.157
2,class1,185.42.206.203
3,class6,185.42.206.102
4,class0,185.42.206.169
5,class0,99.181.65.176
6,class0,185.42.206.113
7,class1,185.42.206.167
8,class1,185.42.206.172
9,class3,52.223.195.241
10,class3,185.42.206.249
11,class5,185.42.206.243
12,class0,52.223.195.99
13,class6,52.223.195.197
14,class2,185.42.206.111
15,class1,185.42.206.73
16,class4,185.42.206.173
17,class0,52.223.200.37
18,class3,52.223.195.249
19,class1,185.42.206.236
20,class2,185.42.206.238
21,class2,185.42.206.106
22,class5,52.223.195.195
23,class3,99.181.67.167
24,class4,185.42.204.146
25,class4,99.181.67.251
26,class5,185.42.206.183
27,class5,185.42.207.114
28,class4,185.42.206.142
29,class0,185.42.206.216
30,class2,99.181.65.186
31,class5,185.42.206.154
32,class1,185.42.206.69
33,class4,99.181.67.239
34,class2,185.42.206.245
35,class3,185.42.206.165
36,class2,185.42.206.159
37,class6,99.181.67.164
38,class0,185.42.206.141
39,class1,99.181.64.217
40,class4,99.181.64.86
41,class4,185.42.206.178
42,class2,185.42.207.190
43,class5,185.42.206.136
44,class6,185.42.206.145
45,class3,185.42.205.169
46,class3,185.42.206.140
47,class5,52.223.197.249
48,class2,99.181.64.197
49,class2,185.42.206.151
50,class0,185.42.204.144
51,class4,99.181.67.172
52,class6,185.42.206.149
53,class4,52.223.195.43
54,class1,185.42.204.6
55,class0,185.42.207.101
56,class3,185.42.206.242
57,class0,185.42.205.71
58,class5,99.181.65.177
59,class3,99.181.67.221
60,class3,185.42.207.200
61,class0,185.42.204.73
62,class1,185.42.205.234
63,class5,185.42.206.237
64,class2,99.181.65.217
65,class1,99.181.65.166
66,class3,185.42.206.72
67,class0,185.42.207.226
68,class2,185.42.207.205
69,class1,185.42.205.66
70,class4,99.181.64.93
71,class2,99.181.67.206
72,class3,185.42.206.123
73,class3,52.223.195.222
74,class1,99.181.65.5
75,class0,52.223.195.122
76,class4,99.181.67.161
77,class2,185.42.207.121
78,class6,185.42.204.249
79,class3,185.42.207.208
80,class5,99.181.65.150
81,class6,99.181.67.163
82,class2,185.42.205.87
83,class5,185.42.206.239
84,class2,99.181.67.250
85,class5,185.42.204.100
86,class0,185.42.205.39
87,class6,52.223.195.77
88,class2,99.181.65.26
89,class4,185.42.207.148
90,class2,52.223.200.93
91,class5,185.42.205.193
92,class5,99.181.66.38
93,class1,52.223.200.155
94,class5,185.42.207.125
95,class4,99.181.67.108
96,class2,52.223.200.39
97,class1,185.42.204.248
98,class6,52.223.195.75
99,class1,99.181.65.218
100,class1,99.181.67.147
101,class3,185.42.207.118
102,class2,52.223.200.71
103,class6,185.42.207.224
104,class5,185.42.204.70
105,class2,99.181.67.219
106,class5,185.42.204.77
107,class3,185.42.204.8
108,class0,185.42.207.218
109,class6,52.223.200.168
110,class1,99.181.65.230
111,class2,52.223.195.143
112,class2,185.42.204.28
113,class2,185.42.207.232
114,class5,52.223.195.178
115,class1,185.42.207.110
116,class5,99.181.67.171
117,class3,99.181.66.52
118,class6,185.42.205.195
119,class6,52.223.195.112
120,class1,99.181.66.202
121,class3,99.181.64.105
122,class4,99.181.64.12
123,class6,185.42.204.203
124,class6,52.223.195.252
125,class0,185.42.205.103
126,class3,185.42.205.46
127,class6,52.223.195.175
128,class5,52.223.195.70
129,class1,185.42.207.182
130,class3,185.42.206.79
131,class4,52.223.195.201
132,class5,185.42.205.19
133,class2,99.181.65.219
134,class6,185.42.205.213
135,class4,99.181.66.7
136,class2,52.223.195.27
137,class5,52.223.195.72
138,class5,52.223.195.234
139,class5,185.42.205.187
140,class2,185.42.205.51
141,class5,52.223.200.202
142,class6,185.42.204.122
143,class1,52.223.195.65
144,class1,185.42.204.67
145,class2,99.181.67.241
146,class5,99.181.67.205
147,class4,185.42.204.110
148,class1,52.223.195.60
149,class6,99.181.67.142
150,class3,185.42.204.183
151,class0,185.42.204.174
152,class3,185.42.207.220
153,class0,185.42.205.205
154,class4,52.223.200.52
155,class4,185.42.204.42
156,class0,185.42.205.11
157,class6,185.42.204.19
158,class6,99.181.66.54
159,class3,185.42.205.137
160,class3,99.181.65.187
161,class0,185.42.204.117
162,class2,99.181.67.160
163,class0,185.42.207.183
164,class5,52.223.200.139
165,class6,99.181.66.40
166,class6,185.42.204.99
167,class6,99.181.66.15
168,class0,52.223.195.55
169,class4,99.181.67.209
170,class4,185.42.207.177
171,class6,52.223.195.52
172,class2,52.223.195.207
173,class2,99.181.65.173
174,class5,52.223.200.164
175,class6,185.42.204.89
176,class6,52.223.195.141
177,class5,185.42.207.254
178,class4,185.42.205.146
179,class0,52.223.195.198
180,class6,185.42.205.202
181,class0,52.223.195.64
182,class0,99.181.66.47
183,class3,52.223.195.230
184,class2,185.42.204.153
185,class0,52.223.200.150
186,class1,99.181.66.9
187,class6,185.42.205.189
188,class2,185.42.207.215
189,class0,99.181.65.178
190,class6,52.223.195.81
191,class0,52.223.195.57
192,class1,52.223.195.29
193,class5,185.42.204.75
194,class4,99.181.66.6
195,class2,52.223.195.170
196,class3,99.181.64.11
197,class0,99.181.64.46
198,class0,52.223.195.35
199,class0,99.181.65.135
200,class6,185.42.205.248
201,class5,185.42.207.107
202,class4,185.42.207.92
203,class6,52.223.200.166
204,class5,99.181.65.216
205,class0,99.181.67.236
206,class6,99.181.65.207
207,class6,185.42.207.170
208,class6,185.42.205.216
209,class0,185.42.205.182
210,class3,185.42.205.212
211,class2,185.42.207.44
212,class2,52.223.195.233
213,class4,52.223.200.122
214,class2,99.181.64.45
215,class2,185.42.207.228
216,class1,52.223.195.217
217,class4,99.181.67.249
218,class1,185.42.205.97
219,class1,185.42.204.57
220,class6,52.223.200.45
221,class0,52.223.195.51
222,class4,185.42.205.37
223,class2,99.181.67.135
224,class2,99.181.66.5
225,class5,185.42.205.49
226,class6,185.42.204.10
227,class5,185.42.204.198
228,class6,185.42.205.45
229,class3,185.42.207.253
230,class2,99.181.64.50
231,class1,185.42.205.198
232,class0,99.181.65.233
233,class2,99.181.65.239
234,class6,99.181.65.212
235,class3,99.181.67.237
236,class6,99.181.65.198
237,class4,99.181.67.211
238,class5,52.223.195.50
239,class5,185.42.205.252
240,class6,99.181.67.240
241,class0,185.42.204.4
242,class1,99.181.66.4
243,class3,99.181.64.244
244,class6,99.181.67.213
245,class6,52.223.195.133
246,class2,52.223.195.82
247,class0,185.42.204.90
248,class2,185.42.207.108
249,class5,99.181.65.209
250,class6,99.181.67.217
251,class5,185.42.205.247
252,class4,185.42.204.169
253,class1,52.223.200.80
254,class0,52.223.195.67
255,class2,185.42.207.57
256,class5,52.223.200.142
257,class2,52.223.195.59
258,class6,99.181.65.196
259,class2,99.181.64.9
260,class5,52.223.195.204
261,class6,52.223.200.138
262,class2,185.42.205.230
263,class5,52.223.200.171
264,class0,99.181.65.185
265,class3,52.223.200.36
266,class0,99.181.67.183
267,class2,185.42.205.197
268,class4,185.42.205.178
269,class1,185.42.205.210
270,class1,99.181.67.119
271,class1,185.42.206.56
272,class5,52.223.195.118
273,class5,52.223.195.248
274,class3,52.223.195.48
275,class1,52.223.200.100
276,class0,185.42.205.207
277,class4,52.223.195.157
278,class5,185.42.205.176
279,class3,99.181.67.214
280,class4,185.42.204.102
281,class2,99.181.65.162
282,class4,185.42.204.45
283,class6,99.181.65.208
284,class1,99.181.66.48
285,class3,52.223.200.140
286,class3,185.42.204.47
287,class0,185.42.205.186
288,class1,52.223.195.147
289,class2,99.181.67.177
290,class6,185.42.204.34
291,class4,99.181.65.205
292,class4,185.42.205.220
293,class2,99.181.66.60
294,class0,52.223.200.115
295,class2,99.181.64.28
296,class5,52.223.195.215
297,class4,52.223.200.135
298,class4,185.42.207.90
299,class6,52.223.195.142
300,class3,99.181.66.184
301,class3,185.42.205.62
302,class5,99.181.67.244
303,class4,99.181.64.109
304,class2,99.181.66.53
305,class2,185.42.205.159
306,class6,185.42.205.177
307,class3,99.181.67.208
308,class1,185.42.204.88
309,class1,99.181.64.29
310,class0,185.42.204.111
311,class0,99.181.67.175
312,class2,52.223.195.32
313,class4,52.223.200.126
314,class0,99.181.64.226
315,class1,52.223.195.232
316,class6,99.181.65.247
317,class0,185.42.205.142
318,class1,185.42.205.147
319,class4,99.181.67.134
320,class5,99.181.67.223
321,class3,185.42.204.78
322,class3,185.42.204.197
323,class6,185.42.205.115
324,class1,99.181.66.23
325,class1,99.181.64.213
326,class5,52.223.195.153
327,class2,185.42.204.184
328,class4,99.181.65.181
329,class0,52.223.195.5
330,class5,185.42.207.235
331,class3,185.42.205.48
332,class0,185.42.205.181
333,class5,99.181.65.238
334,class0,99.181.67.242
335,class2,185.42.206.19
336,class2,185.42.207.243
337,class3,99.181.67.179
