,class,ip
0,class5,185.42.206.251
1,class6,52.223.200.157
2,class0,185.42.206.203
3,class3,185.42.206.102
4,class6,185.42.206.169
5,class3,99.181.65.176
6,class4,185.42.206.113
7,class4,185.42.206.167
8,class6,185.42.206.172
9,class2,52.223.195.241
10,class4,185.42.206.249
11,class6,185.42.206.243
12,class5,52.223.195.99
13,class3,52.223.195.197
14,class2,185.42.206.111
15,class5,185.42.206.73
16,class3,185.42.206.173
17,class0,52.223.200.37
18,class0,52.223.195.249
19,class1,185.42.206.236
20,class2,185.42.206.238
21,class2,185.42.206.106
22,class4,52.223.195.195
23,class2,99.181.67.167
24,class1,185.42.204.146
25,class4,99.181.67.251
26,class0,185.42.206.183
27,class1,185.42.207.114
28,class0,185.42.206.142
29,class6,185.42.206.216
30,class0,99.181.65.186
31,class0,185.42.206.154
32,class0,185.42.206.69
33,class6,99.181.67.239
34,class0,185.42.206.245
35,class2,185.42.206.165
36,class3,185.42.206.159
37,class3,99.181.67.164
38,class2,185.42.206.141
39,class1,99.181.64.217
40,class2,99.181.64.86
41,class2,185.42.206.178
42,class0,185.42.207.190
43,class2,185.42.206.136
44,class5,185.42.206.145
45,class6,185.42.205.169
46,class4,185.42.206.140
47,class0,52.223.197.249
48,class4,99.181.64.197
49,class3,185.42.206.151
50,class3,185.42.204.144
51,class1,99.181.67.172
52,class0,185.42.206.149
53,class4,52.223.195.43
54,class0,185.42.204.6
55,class3,185.42.207.101
56,class6,185.42.206.242
57,class3,185.42.205.71
58,class6,99.181.65.177
59,class1,99.181.67.221
60,class0,185.42.207.200
61,class1,185.42.204.73
62,class4,185.42.205.234
63,class5,185.42.206.237
64,class0,99.181.65.217
65,class1,99.181.65.166
66,class6,185.42.206.72
67,class3,185.42.207.226
68,class4,185.42.207.205
69,class1,185.42.205.66
70,class5,99.181.64.93
71,class4,99.181.67.206
72,class2,185.42.206.123
73,class6,52.223.195.222
74,class2,99.181.65.5
75,class1,52.223.195.122
76,class1,99.181.67.161
77,class2,185.42.207.121
78,class5,185.42.204.249
79,class0,185.42.207.208
80,class4,99.181.65.150
81,class5,99.181.67.163
82,class5,185.42.205.87
83,class5,185.42.206.239
84,class3,99.181.67.250
85,class4,185.42.204.100
86,class6,185.42.205.39
87,class3,52.223.195.77
88,class6,99.181.65.26
89,class2,185.42.207.148
90,class6,52.223.200.93
91,class1,185.42.205.193
92,class2,99.181.66.38
93,class5,52.223.200.155
94,class0,185.42.207.125
95,class2,99.181.67.108
96,class3,52.223.200.39
97,class2,185.42.204.248
98,class1,52.223.195.75
99,class5,99.181.65.218
100,class2,99.181.67.147
101,class4,185.42.207.118
102,class3,52.223.200.71
103,class3,185.42.207.224
104,class1,185.42.204.70
105,class0,99.181.67.219
106,class2,185.42.204.77
107,class1,185.42.204.8
108,class6,185.42.207.218
109,class2,52.223.200.168
110,class4,99.181.65.230
111,class1,52.223.195.143
112,class5,185.42.204.28
113,class6,185.42.207.232
114,class5,52.223.195.178
115,class1,185.42.207.110
116,class6,99.181.67.171
117,class6,99.181.66.52
118,class6,185.42.205.195
119,class5,52.223.195.112
120,class2,99.181.66.202
121,class0,99.181.64.105
122,class4,99.181.64.12
123,class6,185.42.204.203
124,class0,52.223.195.252
125,class2,185.42.205.103
126,class4,185.42.205.46
127,class2,52.223.195.175
128,class5,52.223.195.70
129,class5,185.42.207.182
130,class6,185.42.206.79
131,class3,52.223.195.201
132,class5,185.42.205.19
133,class0,99.181.65.219
134,class2,185.42.205.213
135,class6,99.181.66.7
136,class4,52.223.195.27
137,class6,52.223.195.72
138,class5,52.223.195.234
139,class2,185.42.205.187
140,class6,185.42.205.51
141,class3,52.223.200.202
142,class5,185.42.204.122
143,class1,52.223.195.65
144,class5,185.42.204.67
145,class4,99.181.67.241
146,class3,99.181.67.205
147,class0,185.42.204.110
148,class5,52.223.195.60
149,class6,99.181.67.142
150,class0,185.42.204.183
151,class0,185.42.204.174
152,class6,185.42.207.220
153,class4,185.42.205.205
154,class2,52.223.200.52
155,class3,185.42.204.42
156,class3,185.42.205.11
157,class0,185.42.204.19
158,class5,99.181.66.54
159,class1,185.42.205.137
160,class5,99.181.65.187
161,class6,185.42.204.117
162,class2,99.181.67.160
163,class5,185.42.207.183
164,class5,52.223.200.139
165,class2,99.181.66.40
166,class5,185.42.204.99
167,class6,99.181.66.15
168,class3,52.223.195.55
169,class0,99.181.67.209
170,class0,185.42.207.177
171,class5,52.223.195.52
172,class4,52.223.195.207
173,class1,99.181.65.173
174,class2,52.223.200.164
175,class5,185.42.204.89
176,class6,52.223.195.141
177,class4,185.42.207.254
178,class1,185.42.205.146
179,class0,52.223.195.198
180,class4,185.42.205.202
181,class2,52.223.195.64
182,class3,99.181.66.47
183,class1,52.223.195.230
184,class2,185.42.204.153
185,class5,52.223.200.150
186,class6,99.181.66.9
187,class4,185.42.205.189
188,class1,185.42.207.215
189,class0,99.181.65.178
190,class3,52.223.195.81
191,class1,52.223.195.57
192,class0,52.223.195.29
193,class1,185.42.204.75
194,class2,99.181.66.6
195,class4,52.223.195.170
196,class4,99.181.64.11
197,class2,99.181.64.46
198,class5,52.223.195.35
199,class0,99.181.65.135
200,class0,185.42.205.248
201,class3,185.42.207.107
202,class6,185.42.207.92
203,class4,52.223.200.166
204,class4,99.181.65.216
205,class5,99.181.67.236
206,class2,99.181.65.207
207,class6,185.42.207.170
208,class1,185.42.205.216
209,class1,185.42.205.182
210,class0,185.42.205.212
211,class0,185.42.207.44
212,class5,52.223.195.233
213,class3,52.223.200.122
214,class0,99.181.64.45
215,class0,185.42.207.228
216,class4,52.223.195.217
217,class4,99.181.67.249
218,class5,185.42.205.97
219,class4,185.42.204.57
220,class6,52.223.200.45
221,class5,52.223.195.51
222,class6,185.42.205.37
223,class0,99.181.67.135
224,class3,99.181.66.5
225,class4,185.42.205.49
226,class3,185.42.204.10
227,class2,185.42.204.198
228,class2,185.42.205.45
229,class2,185.42.207.253
230,class5,99.181.64.50
231,class1,185.42.205.198
232,class0,99.181.65.233
233,class6,99.181.65.239
234,class6,99.181.65.212
235,class1,99.181.67.237
236,class3,99.181.65.198
237,class0,99.181.67.211
238,class2,52.223.195.50
239,class3,185.42.205.252
240,class2,99.181.67.240
241,class5,185.42.204.4
242,class1,99.181.66.4
243,class0,99.181.64.244
244,class6,99.181.67.213
245,class6,52.223.195.133
246,class6,52.223.195.82
247,class0,185.42.204.90
248,class2,185.42.207.108
249,class0,99.181.65.209
250,class1,99.181.67.217
251,class6,185.42.205.247
252,class6,185.42.204.169
253,class1,52.223.200.80
254,class1,52.223.195.67
255,class2,185.42.207.57
256,class3,52.223.200.142
257,class0,52.223.195.59
258,class2,99.181.65.196
259,class0,99.181.64.9
260,class0,52.223.195.204
261,class0,52.223.200.138
262,class5,185.42.205.230
263,class1,52.223.200.171
264,class1,99.181.65.185
265,class5,52.223.200.36
266,class5,99.181.67.183
267,class0,185.42.205.197
268,class5,185.42.205.178
269,class4,185.42.205.210
270,class3,99.181.67.119
271,class5,185.42.206.56
272,class3,52.223.195.118
273,class2,52.223.195.248
274,class1,52.223.195.48
275,class0,52.223.200.100
276,class0,185.42.205.207
277,class1,52.223.195.157
278,class6,185.42.205.176
279,class2,99.181.67.214
280,class5,185.42.204.102
281,class2,99.181.65.162
282,class0,185.42.204.45
283,class3,99.181.65.208
284,class1,99.181.66.48
285,class0,52.223.200.140
286,class3,185.42.204.47
287,class1,185.42.205.186
288,class5,52.223.195.147
289,class3,99.181.67.177
290,class3,185.42.204.34
291,class1,99.181.65.205
292,class6,185.42.205.220
293,class4,99.181.66.60
294,class5,52.223.200.115
295,class3,99.181.64.28
296,class6,52.223.195.215
297,class2,52.223.200.135
298,class5,185.42.207.90
299,class5,52.223.195.142
300,class3,99.181.66.184
301,class3,185.42.205.62
302,class1,99.181.67.244
303,class6,99.181.64.109
304,class6,99.181.66.53
305,class1,185.42.205.159
306,class0,185.42.205.177
307,class0,99.181.67.208
308,class4,185.42.204.88
309,class0,99.181.64.29
310,class0,185.42.204.111
311,class5,99.181.67.175
312,class0,52.223.195.32
313,class4,52.223.200.126
314,class4,99.181.64.226
315,class6,52.223.195.232
316,class3,99.181.65.247
317,class1,185.42.205.142
