,class,ip
0,class2,185.42.207.23
1,class1,185.42.207.14
2,class3,185.42.207.92
3,class1,185.42.207.57
4,class3,185.42.207.44
5,class0,185.42.207.59
6,class0,185.42.207.18
7,class3,185.42.204.32
8,class0,185.42.207.90
9,class2,185.42.207.27
10,class4,185.42.204.71
11,class0,185.42.207.58
12,class1,185.42.205.101
13,class2,99.181.65.13
14,class1,99.181.64.219
15,class3,185.42.205.54
16,class1,99.181.64.123
17,class2,99.181.64.164
18,class0,185.42.205.62
19,class0,185.42.204.49
20,class2,185.42.204.73
21,class0,185.42.204.164
22,class1,185.42.207.233
23,class5,185.42.205.75
24,class0,185.42.204.87
25,class0,99.181.65.50
26,class4,99.181.65.26
27,class2,185.42.204.95
28,class0,185.42.205.46
29,class4,185.42.207.238
30,class3,185.42.204.90
31,class0,185.42.206.234
32,class5,185.42.207.220
33,class0,185.42.206.173
34,class4,185.42.204.98
35,class1,185.42.204.111
36,class5,185.42.204.6
37,class1,185.42.204.183
38,class5,52.223.195.34
39,class4,52.223.195.67
40,class4,185.42.204.15
41,class4,185.42.204.7
42,class3,99.181.64.117
43,class3,185.42.204.43
44,class2,185.42.206.141
45,class0,99.181.64.160
46,class2,185.42.204.63
47,class3,99.181.64.203
48,class3,185.42.206.160
49,class5,185.42.207.168
50,class1,99.181.64.250
51,class2,185.42.207.122
52,class3,99.181.64.161
53,class1,99.181.64.218
54,class5,185.42.205.108
55,class3,185.42.204.143
56,class0,185.42.207.228
57,class1,99.181.64.226
58,class5,185.42.205.18
59,class0,185.42.207.165
60,class4,185.42.205.64
61,class3,52.223.195.132
62,class1,185.42.204.144
63,class2,99.181.64.208
64,class0,99.181.64.125
65,class0,52.223.195.64
66,class5,185.42.205.49
67,class2,99.181.64.213
68,class0,52.223.195.141
69,class4,99.181.65.12
70,class2,99.181.65.27
71,class0,185.42.207.114
72,class5,185.42.207.102
73,class4,185.42.207.197
74,class5,185.42.204.106
75,class4,185.42.204.76
76,class2,185.42.204.39
77,class4,185.42.204.85
78,class5,185.42.204.184
79,class1,185.42.204.23
80,class2,52.223.195.43
81,class2,185.42.205.11
82,class3,99.181.65.52
83,class0,99.181.64.138
84,class5,185.42.207.206
85,class5,185.42.204.62
86,class0,185.42.207.250
87,class5,185.42.207.246
88,class4,52.223.195.243
89,class3,185.42.205.120
90,class5,99.181.64.170
91,class3,185.42.204.118
92,class4,185.42.204.114
93,class4,185.42.204.37
94,class0,185.42.204.169
95,class5,185.42.205.45
96,class2,99.181.65.56
97,class3,52.223.195.216
98,class0,185.42.206.231
99,class1,185.42.205.47
100,class2,99.181.64.113
101,class4,99.181.65.55
102,class1,185.42.204.187
103,class3,52.223.195.98
104,class0,99.181.65.17
105,class5,52.223.195.234
106,class5,185.42.205.52
107,class0,185.42.204.120
108,class0,185.42.204.146
109,class2,185.42.204.40
110,class5,99.181.65.5
111,class4,185.42.205.58
112,class4,185.42.204.79
113,class0,185.42.207.252
114,class5,99.181.64.228
115,class2,185.42.205.116
116,class1,185.42.207.209
117,class0,99.181.65.24
118,class4,185.42.204.82
119,class2,52.223.195.105
120,class0,99.181.64.217
121,class3,52.223.195.115
122,class4,99.181.65.6
123,class3,185.42.206.120
124,class2,99.181.65.25
125,class3,99.181.65.29
126,class3,185.42.204.30
127,class0,99.181.65.59
128,class3,185.42.206.106
129,class2,52.223.195.35
