,class,ip
0,class5,185.42.207.23
1,class3,185.42.207.14
2,class1,185.42.207.92
3,class1,185.42.207.57
4,class5,185.42.207.44
5,class2,185.42.207.59
6,class0,185.42.207.18
7,class0,185.42.204.32
8,class5,185.42.207.90
9,class1,185.42.207.27
10,class1,185.42.204.71
11,class4,185.42.207.58
12,class1,185.42.205.101
13,class3,99.181.65.13
14,class5,99.181.64.219
15,class5,185.42.205.54
16,class4,99.181.64.123
17,class5,99.181.64.164
18,class1,185.42.205.62
19,class3,185.42.204.49
20,class5,185.42.204.73
21,class0,185.42.204.164
22,class3,185.42.207.233
23,class2,185.42.205.75
24,class1,185.42.204.87
25,class4,99.181.65.50
26,class3,99.181.65.26
27,class1,185.42.204.95
28,class3,185.42.205.46
29,class0,185.42.207.238
30,class3,185.42.204.90
31,class5,185.42.206.234
32,class3,185.42.207.220
33,class2,185.42.206.173
34,class1,185.42.204.98
35,class1,185.42.204.111
36,class3,185.42.204.6
37,class2,185.42.204.183
38,class5,52.223.195.34
39,class4,52.223.195.67
40,class5,185.42.204.15
41,class1,185.42.204.7
42,class3,99.181.64.117
43,class5,185.42.204.43
44,class2,185.42.206.141
45,class0,99.181.64.160
46,class0,185.42.204.63
47,class1,99.181.64.203
48,class5,185.42.206.160
49,class4,185.42.207.168
50,class0,99.181.64.250
51,class5,185.42.207.122
52,class1,99.181.64.161
53,class2,99.181.64.218
54,class0,185.42.205.108
55,class1,185.42.204.143
56,class5,185.42.207.228
57,class1,99.181.64.226
58,class4,185.42.205.18
59,class1,185.42.207.165
60,class2,185.42.205.64
61,class3,52.223.195.132
62,class5,185.42.204.144
63,class4,99.181.64.208
64,class3,99.181.64.125
65,class5,52.223.195.64
66,class2,185.42.205.49
67,class4,99.181.64.213
68,class5,52.223.195.141
69,class0,99.181.65.12
70,class1,99.181.65.27
71,class1,185.42.207.114
72,class4,185.42.207.102
73,class4,185.42.207.197
74,class0,185.42.204.106
75,class5,185.42.204.76
76,class0,185.42.204.39
77,class4,185.42.204.85
78,class3,185.42.204.184
79,class3,185.42.204.23
80,class4,52.223.195.43
81,class0,185.42.205.11
82,class3,99.181.65.52
83,class2,99.181.64.138
84,class0,185.42.207.206
85,class1,185.42.204.62
86,class5,185.42.207.250
87,class3,185.42.207.246
88,class4,52.223.195.243
89,class1,185.42.205.120
90,class1,99.181.64.170
91,class3,185.42.204.118
92,class3,185.42.204.114
93,class3,185.42.204.37
94,class5,185.42.204.169
95,class1,185.42.205.45
96,class5,99.181.65.56
97,class4,52.223.195.216
98,class2,185.42.206.231
99,class2,185.42.205.47
100,class5,99.181.64.113
101,class3,99.181.65.55
102,class4,185.42.204.187
103,class0,52.223.195.98
104,class4,99.181.65.17
105,class2,52.223.195.234
106,class0,185.42.205.52
107,class4,185.42.204.120
108,class0,185.42.204.146
109,class4,185.42.204.40
110,class1,99.181.65.5
111,class1,185.42.205.58
112,class5,185.42.204.79
113,class3,185.42.207.252
114,class3,99.181.64.228
115,class1,185.42.205.116
116,class2,185.42.207.209
117,class5,99.181.65.24
118,class2,185.42.204.82
119,class2,52.223.195.105
120,class4,99.181.64.217
121,class5,52.223.195.115
122,class3,99.181.65.6
123,class3,185.42.206.120
124,class5,99.181.65.25
125,class3,99.181.65.29
126,class3,185.42.204.30
127,class3,99.181.65.59
128,class3,185.42.206.106
129,class4,52.223.195.35
130,class3,99.181.64.222
131,class5,185.42.207.205
132,class5,99.181.65.22
133,class5,185.42.207.203
134,class2,185.42.207.204
135,class2,185.42.205.9
136,class3,185.42.206.107
137,class4,185.42.206.105
138,class0,99.181.64.223
139,class5,185.42.207.171
140,class3,52.223.195.233
141,class2,99.181.64.253
142,class1,185.42.205.107
143,class2,99.181.65.51
144,class1,185.42.204.137
145,class0,185.42.206.170
146,class4,185.42.204.54
147,class0,185.42.205.37
148,class3,185.42.204.148
149,class2,185.42.207.148
150,class3,185.42.205.68
151,class0,185.42.206.69
152,class4,99.181.64.211
153,class1,185.42.207.221
154,class0,185.42.204.69
155,class1,185.42.204.117
156,class3,185.42.204.72
157,class3,185.42.204.112
158,class3,185.42.207.226
159,class5,185.42.207.247
160,class3,185.42.204.119
161,class0,185.42.207.196
162,class5,185.42.204.70
163,class5,185.42.207.244
164,class2,185.42.204.44
165,class2,185.42.204.31
166,class4,185.42.204.60
167,class4,185.42.204.94
168,class3,185.42.204.124
169,class3,185.42.204.65
170,class5,185.42.204.93
171,class0,185.42.207.214
172,class3,185.42.207.217
173,class5,185.42.204.66
174,class5,99.181.64.216
175,class5,185.42.205.34
176,class2,185.42.204.68
177,class0,99.181.64.244
178,class0,185.42.205.88
179,class4,185.42.207.190
180,class5,185.42.204.135
181,class2,185.42.205.56
182,class3,99.181.64.199
183,class1,185.42.204.25
184,class0,185.42.207.178
185,class0,185.42.205.42
186,class5,185.42.204.4
187,class5,99.181.65.49
188,class3,185.42.204.147
189,class0,185.42.204.11
190,class1,185.42.204.121
191,class4,185.42.205.126
192,class0,185.42.204.78
193,class3,185.42.207.170
194,class4,99.181.65.20
195,class2,185.42.204.104
196,class3,185.42.204.100
197,class3,185.42.204.110
198,class3,185.42.207.183
199,class1,99.181.64.196
200,class1,52.223.195.103
201,class0,185.42.206.166
202,class1,99.181.64.246
203,class2,185.42.205.89
204,class2,185.42.205.90
205,class2,52.223.195.27
206,class2,99.181.64.105
207,class4,185.42.206.142
208,class3,52.223.195.84
209,class1,99.181.65.53
210,class3,185.42.206.167
211,class2,185.42.205.93
212,class1,185.42.205.123
213,class4,99.181.64.121
214,class5,52.223.195.248
215,class1,185.42.206.223
216,class5,185.42.205.69
217,class3,185.42.205.41
218,class5,99.181.64.206
219,class3,52.223.195.65
220,class0,185.42.205.76
221,class3,99.181.64.245
222,class0,185.42.205.21
223,class0,99.181.65.23
224,class1,185.42.206.224
225,class4,185.42.207.111
226,class3,52.223.195.71
227,class1,99.181.64.207
228,class3,52.223.195.162
229,class1,52.223.195.52
230,class0,99.181.64.201
231,class4,185.42.205.61
232,class5,99.181.64.197
233,class4,99.181.64.108
234,class5,52.223.195.242
235,class5,185.42.204.168
236,class5,185.42.206.101
237,class0,99.181.64.236
238,class2,185.42.204.59
239,class2,185.42.204.108
240,class4,185.42.204.149
241,class3,52.223.195.33
242,class5,99.181.64.156
243,class5,185.42.206.243
244,class3,185.42.204.145
245,class1,52.223.195.165
246,class2,185.42.204.180
247,class2,185.42.207.117
248,class1,185.42.207.172
249,class1,185.42.204.16
250,class5,185.42.204.75
251,class4,185.42.207.249
252,class0,185.42.206.177
253,class1,185.42.204.122
254,class3,185.42.207.236
255,class2,185.42.205.31
256,class3,99.181.64.241
257,class2,185.42.206.113
258,class3,185.42.207.110
259,class0,185.42.206.250
260,class4,185.42.206.79
261,class1,99.181.65.60
262,class4,185.42.206.149
263,class0,185.42.204.42
264,class1,185.42.205.113
265,class4,185.42.204.86
266,class3,99.181.65.41
267,class0,185.42.205.7
268,class0,185.42.205.4
269,class2,185.42.206.100
270,class1,185.42.205.103
271,class2,52.223.195.120
272,class4,185.42.205.109
273,class1,185.42.207.231
274,class4,99.181.65.28
275,class2,185.42.206.206
276,class0,185.42.205.78
277,class4,185.42.207.229
278,class4,99.181.65.46
279,class1,185.42.207.241
280,class2,185.42.206.214
281,class0,185.42.204.13
282,class2,185.42.207.242
283,class4,185.42.205.70
284,class5,52.223.195.180
285,class1,185.42.206.159
286,class3,52.223.195.112
287,class5,185.42.205.74
288,class3,185.42.206.148
289,class4,99.181.65.16
290,class1,99.181.64.167
291,class4,185.42.204.116
292,class0,99.181.64.136
293,class3,185.42.206.185
294,class4,52.223.195.74
295,class4,185.42.205.72
296,class1,52.223.195.110
297,class5,185.42.207.101
298,class0,185.42.204.77
299,class5,99.181.64.163
300,class3,185.42.207.198
301,class2,185.42.204.48
302,class2,185.42.204.83
303,class5,185.42.204.107
304,class5,185.42.207.199
305,class5,185.42.205.94
306,class0,52.223.195.154
307,class0,185.42.205.84
308,class3,185.42.206.103
309,class4,52.223.195.126
310,class4,185.42.204.157
311,class3,185.42.206.154
312,class2,52.223.195.79
313,class0,185.42.205.111
314,class2,185.42.204.109
315,class1,52.223.195.70
316,class0,52.223.195.94
317,class5,185.42.207.175
318,class5,99.181.64.210
319,class4,99.181.64.116
320,class5,185.42.204.126
321,class4,52.223.195.151
322,class1,99.181.65.30
323,class2,185.42.204.22
324,class4,99.181.65.18
325,class0,99.181.64.251
326,class0,52.223.195.230
327,class2,185.42.204.41
328,class3,185.42.205.51
329,class0,52.223.195.238
330,class2,185.42.207.182
331,class2,185.42.205.117
332,class0,99.181.65.31
333,class5,185.42.207.107
334,class4,185.42.204.36
335,class5,185.42.204.152
336,class4,52.223.195.232
337,class0,185.42.204.99
338,class1,185.42.206.114
339,class3,52.223.195.218
340,class4,185.42.206.192
341,class0,52.223.195.133
342,class5,185.42.205.67
343,class3,185.42.205.100
344,class2,52.223.195.13
345,class5,52.223.195.118
346,class4,52.223.195.170
347,class3,185.42.205.115
348,class0,52.223.195.56
349,class4,185.42.204.20
350,class1,52.223.195.21
351,class1,185.42.204.153
352,class1,185.42.205.26
353,class3,52.223.195.6
354,class1,185.42.205.53
355,class4,52.223.195.240
356,class2,52.223.195.49
357,class1,185.42.207.254
358,class1,185.42.205.48
359,class3,185.42.207.118
360,class2,185.42.207.169
361,class3,185.42.205.110
362,class5,99.181.64.135
363,class4,185.42.207.121
364,class0,185.42.206.111
365,class0,185.42.205.91
366,class4,99.181.64.133
367,class3,185.42.205.83
368,class1,52.223.195.61
369,class3,185.42.206.123
370,class4,52.223.195.123
371,class3,185.42.206.171
372,class3,185.42.205.96
373,class0,52.223.195.130
374,class4,185.42.206.210
375,class4,185.42.206.72
376,class2,52.223.195.167
377,class2,52.223.195.247
378,class5,185.42.205.86
379,class4,52.223.195.8
380,class0,185.42.205.114
381,class2,185.42.206.102
382,class5,185.42.206.184
383,class1,52.223.195.250
384,class2,185.42.206.219
385,class0,99.181.65.61
386,class3,185.42.204.140
387,class2,185.42.207.103
388,class3,185.42.205.5
389,class1,185.42.204.174
390,class1,185.42.206.172
391,class1,99.181.64.124
392,class0,185.42.206.237
393,class1,185.42.206.236
394,class5,52.223.195.139
395,class4,185.42.205.66
396,class2,52.223.195.85
397,class1,52.223.195.82
398,class4,185.42.207.105
399,class4,185.42.205.43
400,class5,185.42.205.73
401,class1,185.42.204.89
402,class0,99.181.64.109
403,class5,185.42.207.208
404,class1,99.181.65.35
405,class4,185.42.205.50
406,class4,52.223.195.11
407,class5,99.181.64.214
408,class5,52.223.195.229
409,class5,52.223.195.166
410,class2,185.42.205.30
411,class4,185.42.205.59
412,class0,52.223.195.164
413,class0,185.42.206.76
414,class3,52.223.195.241
415,class0,185.42.206.251
416,class4,99.181.64.221
417,class3,52.223.195.72
418,class2,52.223.195.155
