,class,ip
0,class1,185.42.206.251
1,class0,52.223.200.157
2,class1,185.42.206.203
3,class4,185.42.206.102
4,class0,185.42.206.169
5,class3,99.181.65.176
6,class1,185.42.206.113
7,class2,185.42.206.167
8,class4,185.42.206.172
9,class5,52.223.195.241
10,class2,185.42.206.249
11,class5,185.42.206.243
12,class2,52.223.195.99
13,class2,52.223.195.197
14,class5,52.223.195.152
15,class4,185.42.206.111
16,class6,185.42.206.73
17,class5,52.223.195.176
18,class6,185.42.205.240
19,class4,185.42.206.173
20,class5,52.223.200.37
21,class5,185.42.204.68
22,class3,52.223.195.249
23,class3,185.42.206.236
24,class0,185.42.206.238
25,class5,185.42.206.106
26,class4,52.223.195.195
27,class1,185.42.204.146
28,class3,185.42.206.183
29,class4,185.42.207.114
30,class5,185.42.207.117
31,class2,185.42.206.142
32,class6,99.181.66.215
33,class1,185.42.206.216
34,class2,185.42.206.154
35,class4,185.42.206.69
36,class6,99.181.67.239
37,class5,185.42.206.245
38,class0,185.42.206.165
39,class0,185.42.206.159
40,class4,185.42.206.141
41,class6,185.42.207.102
42,class7,185.42.206.178
43,class0,185.42.206.136
44,class7,185.42.207.250
45,class6,185.42.206.145
46,class2,185.42.204.101
47,class1,185.42.206.140
48,class0,52.223.197.249
49,class4,185.42.206.151
50,class5,99.181.65.240
51,class0,185.42.206.149
52,class0,52.223.195.43
53,class5,185.42.207.101
54,class6,185.42.206.242
55,class7,99.181.65.177
56,class5,185.42.207.200
57,class3,185.42.204.73
58,class2,185.42.205.234
59,class7,185.42.206.237
60,class1,99.181.65.217
61,class0,99.181.65.166
62,class0,185.42.206.72
63,class7,185.42.207.226
64,class6,52.223.195.74
65,class7,185.42.207.205
66,class1,185.42.205.66
67,class1,99.181.64.93
68,class2,99.181.67.206
69,class1,185.42.206.123
70,class4,52.223.195.222
71,class3,52.223.195.122
72,class6,185.42.207.169
73,class7,185.42.207.121
74,class3,185.42.204.249
75,class0,52.223.195.89
76,class3,185.42.207.208
77,class1,99.181.65.150
78,class2,99.181.67.163
79,class6,185.42.205.87
80,class6,185.42.206.239
81,class6,99.181.67.250
82,class0,185.42.204.100
83,class7,52.223.195.77
