,class,ip
0,class1,52.223.228.27
1,class0,52.223.228.62
2,class0,52.223.228.95
3,class0,52.223.227.232
4,class1,52.223.228.106
5,class1,52.223.228.7
6,class0,52.223.228.107
7,class1,52.223.228.90
8,class0,52.223.228.102
9,class0,52.223.228.8
10,class0,52.223.228.13
11,class1,52.223.228.98
12,class0,52.223.227.214
13,class0,52.223.228.17
14,class0,52.223.228.85
15,class1,52.223.227.241
16,class0,52.223.228.89
17,class1,52.223.228.97
18,class1,52.223.228.99
19,class1,52.223.228.123
20,class1,52.223.228.71
21,class0,52.223.228.110
22,class1,52.223.228.30
23,class1,52.223.228.9
24,class0,52.223.228.28
25,class0,52.223.228.125
26,class1,52.223.228.26
27,class1,52.223.228.19
28,class0,52.223.228.59
29,class1,99.181.96.118
30,class0,99.181.96.163
31,class0,99.181.96.189
32,class1,99.181.96.107
33,class1,99.181.96.156
34,class0,99.181.96.125
35,class0,99.181.96.111
36,class1,99.181.96.112
37,class0,52.223.226.70
38,class0,52.223.226.144
39,class1,52.223.226.96
40,class1,52.223.226.150
41,class1,52.223.226.102
42,class1,99.181.97.36
43,class1,192.16.65.161
44,class0,99.181.97.79
45,class0,52.223.226.73
46,class1,52.223.244.221
47,class0,52.223.226.149
48,class0,52.223.226.101
49,class1,52.223.226.104
50,class1,99.181.97.142
51,class1,99.181.97.112
52,class1,99.181.97.178
53,class0,52.223.244.209
54,class0,52.223.244.79
55,class1,99.181.97.111
56,class1,52.223.226.126
57,class0,99.181.97.100
58,class1,52.223.244.172
59,class1,192.16.65.112
60,class1,52.223.227.173
61,class1,52.223.227.28
62,class1,99.181.97.133
63,class1,52.223.226.112
64,class0,99.181.97.110
65,class0,52.223.226.81
66,class0,192.16.65.137
67,class0,52.223.244.38
68,class1,99.181.97.55
69,class1,192.16.65.6
70,class0,52.223.226.146
71,class1,52.223.227.169
72,class1,52.223.244.187
73,class1,192.16.65.118
74,class0,52.223.226.78
75,class0,192.16.65.101
76,class1,99.181.97.45
77,class0,192.16.65.171
78,class1,52.223.226.69
79,class1,99.181.97.62
80,class1,52.223.226.107
81,class1,99.181.97.53
82,class1,52.223.226.141
83,class1,192.16.65.158
84,class0,52.223.227.71
85,class1,192.16.65.20
86,class1,52.223.226.94
87,class1,52.223.226.108
88,class0,52.223.227.106
89,class1,99.181.97.99
90,class0,52.223.226.234
91,class0,99.181.97.105
92,class1,52.223.226.140
93,class1,192.16.65.40
94,class0,99.181.97.113
95,class1,52.223.226.124
96,class0,99.181.97.170
97,class1,99.181.97.57
98,class0,192.16.65.174
99,class0,52.223.227.107
100,class0,99.181.97.68
101,class1,52.223.244.33
102,class0,192.16.65.133
103,class0,52.223.226.74
104,class1,52.223.227.171
105,class1,99.181.97.176
106,class1,192.16.65.141
107,class0,52.223.244.254
108,class1,99.181.97.146
109,class0,52.223.226.76
110,class1,52.223.244.93
111,class1,99.181.97.155
112,class0,52.223.226.116
113,class0,99.181.97.60
114,class0,99.181.97.74
115,class1,99.181.97.106
116,class0,52.223.226.237
117,class0,192.16.65.179
118,class0,52.223.226.89
119,class1,99.181.97.134
120,class1,99.181.97.75
121,class0,52.223.244.248
122,class1,52.223.226.79
123,class1,52.223.226.117
124,class1,52.223.244.247
125,class1,99.181.97.109
126,class0,99.181.97.168
127,class1,99.181.97.132
128,class0,192.16.65.183
129,class0,99.181.97.98
130,class0,52.223.226.82
131,class0,52.223.226.99
132,class0,99.181.97.96
133,class1,99.181.97.147
134,class0,52.223.226.212
135,class1,192.16.65.188
136,class0,52.223.227.50
137,class1,52.223.227.40
138,class1,52.223.227.32
139,class0,52.223.226.71
140,class1,99.181.97.102
141,class1,99.181.97.166
142,class1,52.223.227.86
143,class1,52.223.244.109
144,class1,52.223.226.211
145,class0,52.223.227.177
146,class0,99.181.97.52
147,class0,99.181.97.54
148,class0,99.181.97.148
149,class1,192.16.65.187
150,class0,52.223.226.87
151,class1,52.223.226.77
152,class0,52.223.244.122
153,class0,52.223.227.116
154,class0,192.16.65.173
155,class1,99.181.97.187
156,class1,192.16.65.153
157,class1,52.223.226.88
158,class0,192.16.65.41
159,class0,52.223.244.220
160,class1,52.223.227.161
161,class1,192.16.65.155
162,class0,99.181.97.175
163,class0,99.181.97.78
164,class1,52.223.244.251
165,class0,52.223.226.105
166,class0,99.181.97.181
167,class0,99.181.97.138
168,class1,52.223.226.100
169,class1,52.223.226.151
170,class0,52.223.244.103
171,class1,99.181.97.140
172,class1,99.181.97.51
173,class0,52.223.227.77
174,class0,52.223.226.98
175,class1,52.223.226.92
176,class0,52.223.227.34
177,class1,52.223.227.157
178,class1,192.16.65.119
179,class1,52.223.227.114
180,class0,52.223.226.106
181,class0,52.223.227.179
182,class1,192.16.65.124
183,class1,52.223.227.54
184,class1,52.223.226.120
185,class0,52.223.226.75
186,class0,52.223.227.156
187,class0,192.16.65.114
188,class0,99.181.97.161
189,class0,99.181.97.143
190,class0,52.223.244.104
191,class1,52.223.244.36
192,class0,52.223.226.236
193,class0,52.223.226.158
194,class0,52.223.226.235
195,class1,99.181.97.56
196,class0,99.181.97.151
197,class0,52.223.244.174
198,class0,52.223.226.135
199,class1,99.181.97.160
200,class0,52.223.226.72
201,class1,99.181.97.174
202,class0,99.181.97.73
203,class1,52.223.226.85
204,class0,52.223.227.44
205,class1,192.16.65.144
206,class0,52.223.244.181
207,class1,99.181.97.107
208,class0,52.223.226.139
209,class1,52.223.244.204
210,class0,99.181.97.124
211,class1,52.223.244.216
212,class0,52.223.226.86
213,class1,192.16.65.169
214,class0,52.223.226.91
215,class0,192.16.65.184
216,class1,52.223.227.21
217,class0,99.181.97.137
218,class0,99.181.97.183
219,class0,99.181.97.182
220,class1,192.16.65.152
221,class1,99.181.97.136
222,class1,99.181.97.70
223,class1,99.181.97.77
224,class1,52.223.226.103
225,class1,99.181.97.47
226,class0,52.223.227.78
227,class1,99.181.97.154
228,class0,99.181.97.40
229,class0,192.16.65.126
230,class0,99.181.97.97
231,class1,192.16.65.142
232,class1,52.223.226.201
233,class0,192.16.65.132
234,class1,192.16.65.151
235,class0,52.223.226.83
236,class1,192.16.65.156
237,class0,99.181.97.101
238,class1,52.223.227.42
239,class0,192.16.65.31
240,class0,99.181.97.59
241,class0,192.16.65.138
242,class1,52.223.227.85
243,class0,52.223.227.186
244,class0,192.16.65.150
245,class0,192.16.65.140
246,class0,192.16.65.145
247,class1,99.181.97.145
248,class0,99.181.97.108
249,class1,99.181.97.188
250,class0,99.181.97.165
251,class1,52.223.227.119
252,class1,192.16.65.185
253,class1,192.16.65.104
254,class1,99.181.97.72
255,class0,99.181.97.69
256,class0,52.223.226.119
257,class1,99.181.97.169
258,class0,52.223.226.125
259,class0,99.181.97.125
260,class0,52.223.226.145
261,class1,192.16.65.162
262,class0,192.16.65.33
263,class1,99.181.97.149
264,class1,99.181.97.139
265,class1,99.181.97.71
266,class0,99.181.97.61
267,class0,52.223.226.121
268,class1,52.223.226.153
269,class1,99.181.97.103
270,class0,52.223.226.157
271,class1,52.223.227.200
272,class1,52.223.228.80
273,class1,192.16.65.53
274,class1,192.16.65.18
275,class1,192.16.65.22
276,class1,192.16.65.24
277,class0,192.16.65.57
278,class0,192.16.65.13
279,class1,192.16.65.11
280,class0,192.16.65.25
281,class0,192.16.65.17
282,class1,52.223.244.83
283,class1,192.16.65.56
284,class0,192.16.65.54
285,class1,192.16.65.12
286,class1,192.16.65.58
287,class0,192.16.65.9
288,class0,192.16.65.16
289,class1,52.223.244.240
290,class0,52.223.244.135
291,class0,52.223.244.133
292,class0,52.223.226.110
293,class0,52.223.226.109
294,class1,52.223.244.228
295,class0,52.223.244.131
296,class0,52.223.244.132
297,class1,52.223.226.84
298,class1,52.223.244.130
299,class0,52.223.244.241
300,class1,52.223.244.81
301,class0,52.223.244.137
302,class0,52.223.244.155
