,class,ip
0,class1,185.42.206.251
1,class0,52.223.200.157
2,class0,185.42.206.203
3,class1,185.42.206.102
4,class0,185.42.206.169
5,class0,99.181.65.176
6,class1,185.42.206.113
7,class1,185.42.206.167
8,class0,185.42.206.172
9,class3,52.223.195.241
10,class0,185.42.206.249
11,class3,185.42.206.243
12,class3,52.223.195.99
13,class1,52.223.195.197
14,class1,52.223.195.152
15,class2,185.42.206.111
16,class0,185.42.206.73
17,class3,52.223.195.176
18,class3,185.42.205.240
19,class3,185.42.206.173
20,class3,52.223.200.37
21,class3,185.42.204.68
22,class0,52.223.195.249
23,class2,185.42.206.236
24,class3,185.42.206.238
25,class3,185.42.206.106
26,class1,52.223.195.195
27,class1,185.42.204.146
28,class3,185.42.206.183
29,class1,185.42.207.114
30,class0,185.42.207.117
31,class0,185.42.206.142
32,class3,99.181.66.215
33,class3,185.42.206.216
34,class0,185.42.206.154
35,class1,185.42.206.69
36,class2,99.181.67.239
37,class0,185.42.206.245
38,class1,185.42.206.165
39,class0,185.42.206.159
40,class3,185.42.206.141
41,class0,185.42.207.102
42,class2,185.42.206.178
43,class0,185.42.206.136
44,class2,185.42.207.250
45,class0,185.42.206.145
46,class0,185.42.204.101
47,class2,185.42.206.140
48,class1,52.223.197.249
49,class3,185.42.206.151
50,class0,99.181.65.240
51,class0,185.42.206.149
52,class0,52.223.195.43
53,class0,185.42.207.101
54,class3,185.42.206.242
55,class0,99.181.65.177
56,class3,185.42.207.200
57,class3,185.42.204.73
58,class3,185.42.205.234
59,class2,185.42.206.237
60,class2,99.181.65.217
61,class3,99.181.65.166
62,class0,185.42.206.72
63,class3,185.42.207.226
64,class1,52.223.195.74
65,class1,185.42.207.205
66,class3,185.42.205.66
67,class2,99.181.64.93
68,class3,99.181.67.206
69,class2,185.42.206.123
70,class0,52.223.195.222
71,class0,52.223.195.122
72,class1,185.42.207.169
73,class3,185.42.207.121
74,class3,185.42.204.249
75,class2,52.223.195.89
76,class3,185.42.207.208
77,class2,99.181.65.150
78,class1,99.181.67.163
79,class0,185.42.205.87
80,class1,185.42.206.239
81,class0,99.181.67.250
82,class0,185.42.204.100
83,class0,52.223.195.77
