,class,ip
0,class5,185.42.206.251
1,class1,52.223.200.157
2,class2,185.42.206.203
3,class0,185.42.206.102
4,class6,185.42.206.169
5,class0,99.181.65.176
6,class1,185.42.206.113
7,class0,185.42.206.167
8,class6,185.42.206.172
9,class2,52.223.195.241
10,class5,185.42.206.249
11,class0,185.42.206.243
12,class3,52.223.195.99
13,class0,52.223.195.197
14,class6,52.223.195.152
15,class0,185.42.206.111
16,class4,185.42.206.73
17,class1,52.223.195.176
18,class1,185.42.205.240
19,class0,185.42.206.173
20,class5,52.223.200.37
21,class4,185.42.204.68
22,class5,52.223.195.249
23,class0,185.42.206.236
24,class6,185.42.206.238
25,class1,185.42.206.106
26,class1,52.223.195.195
27,class5,185.42.204.146
28,class3,185.42.206.183
29,class3,185.42.207.114
30,class1,185.42.207.117
31,class0,185.42.206.142
32,class0,99.181.66.215
33,class2,185.42.206.216
34,class1,185.42.206.154
35,class2,185.42.206.69
36,class6,99.181.67.239
37,class6,185.42.206.245
38,class3,185.42.206.165
39,class6,185.42.206.159
40,class2,185.42.206.141
41,class3,185.42.207.102
42,class3,185.42.206.178
43,class4,185.42.206.136
44,class6,185.42.207.250
45,class6,185.42.206.145
46,class5,185.42.204.101
47,class2,185.42.206.140
48,class5,52.223.197.249
49,class0,185.42.206.151
50,class6,99.181.65.240
51,class5,185.42.206.149
52,class1,52.223.195.43
53,class3,185.42.207.101
54,class4,185.42.206.242
55,class3,99.181.65.177
56,class0,185.42.207.200
57,class4,185.42.204.73
58,class4,185.42.205.234
59,class4,185.42.206.237
60,class4,99.181.65.217
61,class4,99.181.65.166
62,class1,185.42.206.72
63,class5,185.42.207.226
64,class3,52.223.195.74
65,class5,185.42.207.205
66,class0,185.42.205.66
67,class3,99.181.64.93
68,class4,99.181.67.206
69,class5,185.42.206.123
70,class6,52.223.195.222
71,class3,52.223.195.122
72,class2,185.42.207.169
73,class0,185.42.207.121
74,class0,185.42.204.249
75,class2,52.223.195.89
76,class4,185.42.207.208
77,class1,99.181.65.150
78,class1,99.181.67.163
79,class3,185.42.205.87
80,class4,185.42.206.239
81,class3,99.181.67.250
82,class1,185.42.204.100
83,class2,52.223.195.77
84,class2,185.42.207.148
85,class1,52.223.200.93
86,class0,52.223.200.155
87,class1,185.42.207.125
88,class6,99.181.67.108
89,class6,52.223.200.39
90,class1,185.42.204.248
91,class1,52.223.195.75
92,class2,99.181.65.218
93,class2,99.181.67.147
94,class5,185.42.207.118
95,class5,52.223.200.71
96,class4,99.181.66.186
97,class2,185.42.207.224
98,class1,185.42.204.70
99,class3,99.181.67.219
100,class6,185.42.207.247
101,class1,185.42.204.77
102,class3,52.223.200.168
103,class0,99.181.65.230
104,class5,185.42.207.232
105,class2,52.223.195.178
106,class1,185.42.207.110
107,class6,99.181.67.171
108,class0,99.181.66.52
109,class3,185.42.205.195
110,class0,52.223.195.112
111,class3,185.42.204.238
112,class4,185.42.204.203
113,class1,52.223.195.252
114,class6,185.42.205.103
115,class1,185.42.205.46
116,class2,52.223.195.175
117,class5,185.42.207.182
118,class5,185.42.206.79
119,class3,52.223.195.201
120,class3,185.42.205.19
121,class5,185.42.205.213
122,class0,52.223.195.27
123,class6,52.223.195.234
124,class4,185.42.205.187
125,class3,185.42.204.60
126,class0,52.223.195.65
127,class5,99.181.67.241
128,class1,52.223.195.78
129,class4,185.42.204.110
130,class5,185.42.206.15
131,class5,99.181.67.142
132,class0,185.42.204.174
133,class5,185.42.205.205
134,class0,52.223.200.52
135,class3,185.42.204.42
136,class2,185.42.205.11
137,class4,185.42.204.19
138,class6,99.181.66.54
139,class2,185.42.207.239
140,class4,185.42.205.137
141,class0,99.181.65.187
142,class5,52.223.195.66
143,class0,185.42.204.117
144,class2,52.223.195.68
145,class1,52.223.195.111
146,class0,185.42.207.183
147,class4,99.181.66.40
148,class0,99.181.66.15
149,class0,99.181.66.178
150,class0,52.223.195.55
151,class3,99.181.67.209
152,class4,185.42.207.177
153,class3,99.181.66.11
154,class3,52.223.195.207
155,class0,185.42.205.146
156,class2,52.223.195.198
157,class4,185.42.205.202
158,class1,52.223.195.64
159,class3,99.181.66.47
160,class2,185.42.204.153
161,class4,185.42.205.189
162,class4,52.223.195.81
163,class1,52.223.195.29
164,class0,185.42.204.75
165,class4,99.181.66.6
166,class6,52.223.195.170
167,class2,99.181.64.11
168,class6,99.181.64.46
169,class4,52.223.195.35
170,class4,99.181.65.135
171,class1,185.42.205.248
172,class5,185.42.207.92
173,class2,52.223.200.166
174,class3,99.181.65.216
175,class5,99.181.67.236
176,class0,99.181.65.207
177,class1,185.42.207.170
178,class4,185.42.205.212
179,class5,185.42.207.44
180,class6,52.223.195.233
181,class6,185.42.207.100
182,class3,52.223.200.122
183,class0,185.42.207.228
184,class3,52.223.195.181
185,class3,185.42.204.24
186,class2,185.42.204.125
187,class6,52.223.195.217
188,class0,99.181.67.249
189,class6,185.42.205.97
190,class6,185.42.204.107
191,class1,52.223.200.45
192,class0,52.223.195.36
193,class4,52.223.195.51
194,class1,185.42.205.37
195,class1,99.181.67.135
196,class2,99.181.66.5
197,class4,185.42.207.227
198,class2,52.223.195.39
199,class4,185.42.204.26
200,class0,185.42.204.198
201,class3,185.42.205.45
202,class6,185.42.207.253
203,class3,99.181.64.50
204,class5,185.42.205.198
205,class2,99.181.65.239
206,class5,99.181.65.212
207,class2,99.181.65.198
208,class4,99.181.67.211
209,class3,52.223.195.50
210,class1,185.42.205.252
211,class3,99.181.67.240
212,class3,185.42.204.4
213,class6,99.181.66.4
214,class5,99.181.67.213
215,class5,52.223.195.82
216,class6,185.42.204.90
217,class5,52.223.195.172
218,class4,185.42.207.108
219,class3,99.181.65.252
220,class6,185.42.204.169
221,class1,52.223.195.192
222,class0,52.223.200.80
223,class2,52.223.195.67
224,class5,185.42.207.171
225,class6,185.42.207.57
226,class1,52.223.195.127
227,class6,52.223.195.204
228,class6,52.223.200.138
229,class4,185.42.205.230
230,class6,52.223.200.171
231,class4,99.181.65.185
232,class1,52.223.200.36
233,class6,185.42.207.178
234,class2,99.181.67.183
235,class6,185.42.205.197
236,class3,185.42.205.210
237,class2,99.181.65.250
238,class1,185.42.206.56
239,class0,52.223.195.118
240,class1,52.223.195.48
241,class0,52.223.200.100
242,class0,185.42.205.207
243,class2,52.223.195.4
244,class4,52.223.195.87
245,class3,185.42.205.176
246,class6,99.181.67.214
247,class4,185.42.204.102
248,class4,99.181.65.162
249,class6,99.181.65.208
