,class,ip
0,class0,185.42.206.251
1,class2,52.223.200.157
2,class1,185.42.206.203
3,class2,185.42.206.102
4,class1,185.42.206.169
5,class2,99.181.65.176
6,class1,185.42.206.113
7,class0,185.42.206.167
8,class2,185.42.206.172
9,class2,52.223.195.241
10,class0,185.42.206.249
11,class0,185.42.206.243
12,class1,52.223.195.99
13,class1,52.223.195.197
14,class2,52.223.195.152
15,class1,185.42.206.111
16,class2,185.42.206.73
17,class0,52.223.195.176
18,class2,185.42.205.240
19,class0,185.42.206.173
20,class2,52.223.200.37
21,class2,185.42.204.68
22,class2,52.223.195.249
23,class2,185.42.206.236
24,class2,185.42.206.238
25,class0,185.42.206.106
26,class1,52.223.195.195
27,class0,185.42.204.146
28,class1,185.42.206.183
29,class2,185.42.207.114
30,class1,185.42.207.117
31,class2,185.42.206.142
32,class1,99.181.66.215
33,class0,185.42.206.216
34,class2,185.42.206.154
35,class1,185.42.206.69
36,class0,99.181.67.239
37,class1,185.42.206.245
38,class1,185.42.206.165
39,class1,185.42.206.159
40,class2,185.42.206.141
41,class0,185.42.207.102
42,class2,185.42.206.178
43,class0,185.42.206.136
44,class0,185.42.207.250
45,class1,185.42.206.145
46,class1,185.42.204.101
47,class0,185.42.206.140
48,class0,52.223.197.249
49,class1,185.42.206.151
50,class2,99.181.65.240
51,class0,185.42.206.149
52,class2,52.223.195.43
53,class1,185.42.207.101
54,class1,185.42.206.242
55,class1,99.181.65.177
56,class1,185.42.207.200
57,class1,185.42.204.73
58,class0,185.42.205.234
59,class2,185.42.206.237
60,class2,99.181.65.217
61,class1,99.181.65.166
62,class0,185.42.206.72
63,class2,185.42.207.226
64,class1,52.223.195.74
65,class1,185.42.207.205
66,class2,185.42.205.66
67,class0,99.181.64.93
68,class0,99.181.67.206
69,class1,185.42.206.123
70,class1,52.223.195.222
71,class2,52.223.195.122
72,class0,185.42.207.169
73,class0,185.42.207.121
74,class2,185.42.204.249
75,class1,52.223.195.89
76,class1,185.42.207.208
77,class2,99.181.65.150
78,class2,99.181.67.163
79,class2,185.42.205.87
80,class2,185.42.206.239
81,class1,99.181.67.250
82,class2,185.42.204.100
83,class1,52.223.195.77
84,class0,185.42.207.148
85,class2,52.223.200.93
86,class0,52.223.200.155
87,class1,185.42.207.125
88,class1,99.181.67.108
89,class0,52.223.200.39
90,class2,185.42.204.248
91,class0,52.223.195.75
92,class2,99.181.65.218
93,class1,99.181.67.147
94,class0,185.42.207.118
95,class0,52.223.200.71
96,class0,99.181.66.186
